,msa,state,FIPS,GTCBSA,sex,q7_family_members,NO family,Family Available,age,Education,income_short,recage,racethn,weight
264,0,Kentucky,21157,,Female,More than 20,0,1,24,highschool,30-40k,18-24,White~H,3.645833333
271,0,Kentucky,21087,,Female,11 up to 20,0,1,36,some_college,30-40k,35-44,White~H,2.785714286
272,0,Virginia,51089,32300,Female,11 up to 20,0,1,50,highschool,30-40k,45-54,White~H,3.358490566
280,26420,Texas,48201,26420,Female,More than 20,0,1,22,highschool,30-40k,18-24,Hispanic,1.981132075
318,19740,Colorado,08001,19740,Female,1 up to 5,0,1,69,post_college_degree,30-40k,65+,White~H,1.208333333
356,0,Wyoming,56007,,Male,1 up to 5,0,1,64,highschool,30-40k,55-64,Hispanic,1.625
359,0,Nebraska,31111,35820,Male,None,1,0,30,college_degree,30-40k,25-34,White~H,2.69047619
373,31100,California,06037,31080,Female,None,1,0,79,college_degree,30-40k,65+,White~H,1.226415094
382,19820,Michigan,26163,19820,Female,1 up to 5,0,1,81,some_college,30-40k,65+,,1.928571429
385,41180,Missouri,29189,41180,Female,None,1,0,57,post_college_degree,30-40k,55-64,White~H,1.729166667
388,41180,Missouri,29189,41180,Female,11 up to 20,0,1,58,some_college,30-40k,55-64,White~H,1
399,0,New York,36011,12180,Female,None,1,0,85,some_college,30-40k,65+,White~H,1.291666667
409,48620,Kansas,20173,48620,Male,More than 20,0,1,21,highschool,30-40k,18-24,White~H,4.113207547
411,48620,Kansas,20173,48620,Female,None,1,0,71,post_college_degree,30-40k,65+,White~H,1.238095238
415,26900,Indiana,18097,26900,Male,More than 20,0,1,77,highschool,30-40k,65+,White~H,3.041666667
425,33740,Louisiana,22073,33740,Female,6 up to 10,0,1,50,post_college_degree,30-40k,45-54,Black~H,2.30952381
443,41060,Minnesota,27145,41060,Male,More than 20,0,1,28,lt_highschool,30-40k,25-34,Hispanic,5.375
448,0,Minnesota,27067,48820,Male,6 up to 10,0,1,58,trade_school_hs,30-40k,55-64,White~H,3.404761905
450,36740,Florida,12095,36740,Female,11 up to 20,0,1,25,highschool,30-40k,25-34,White~H,3.583333333
456,31100,California,06037,31080,Female,6 up to 10,0,1,84,post_college_degree,30-40k,65+,White~H,2.333333333
459,15940,Ohio,39151,15940,Male,11 up to 20,0,1,37,trade_school_hs,30-40k,35-44,White~H,4.333333333
462,49660,Ohio,39155,49660,Female,6 up to 10,0,1,48,some_college,30-40k,45-54,White~H,2.3125
468,10420,Ohio,39133,10420,Female,None,1,0,65,college_degree,30-40k,65+,White~H,1.270833333
477,33860,Alabama,01101,33860,Male,11 up to 20,0,1,52,highschool,30-40k,45-54,Other,4.291666667
487,24660,North Carolina,37081,24660,Male,6 up to 10,0,1,78,highschool,30-40k,65+,White~H,2.8125
495,49180,North Carolina,37059,49180,Male,11 up to 20,0,1,61,highschool,30-40k,55-64,White~H,3.547619048
499,29340,Louisiana,22019,29340,Male,6 up to 10,0,1,26,highschool,30-40k,25-34,White~H,2.145833333
501,0,Louisiana,22101,34020,Male,More than 20,0,1,48,highschool,30-40k,45-54,White~H,3.333333333
504,14460,Massachusetts,25017,14460,Male,More than 20,0,1,25,post_college_degree,30-40k,25-34,White~H,3.041666667
517,23540,Florida,12001,23540,Male,1 up to 5,0,1,23,college_degree,30-40k,18-24,White~H,1.142857143
527,36500,Washington,53027,10140,Male,1 up to 5,0,1,22,highschool,30-40k,18-24,White~H,3.8125
531,0,Washington,53009,38820,Female,1 up to 5,0,1,57,post_college_degree,30-40k,55-64,White~H,2.023809524
555,39300,Rhode Island,44003,39300,Female,11 up to 20,0,1,81,college_degree,30-40k,65+,White~H,1.428571429
563,30700,Nebraska,31109,30700,Female,None,1,0,40,highschool,30-40k,35-44,White~H,4.716981132
581,12060,Georgia,13121,12060,Female,None,1,0,81,lt_highschool,30-40k,65+,Black~H,3.729166667
587,36420,Oklahoma,40083,36420,Male,1 up to 5,0,1,58,highschool,30-40k,55-64,White~H,2.25
590,36420,Oklahoma,40109,36420,Female,1 up to 5,0,1,77,post_college_degree,30-40k,65+,White~H,1
593,36420,Oklahoma,40109,36420,Female,1 up to 5,0,1,41,some_college,30-40k,35-44,White~H,3.226415094
607,36740,Florida,12095,36740,Male,None,1,0,48,some_college,30-40k,45-54,Black~H,2.208333333
616,36740,Florida,12097,36740,Female,None,1,0,70,some_college,30-40k,65+,White~H,1
620,36740,Florida,12095,36740,Female,6 up to 10,0,1,23,some_college,30-40k,18-24,Hispanic,1.471698113
626,41940,California,06085,41940,Male,More than 20,0,1,27,highschool,30-40k,25-34,Hispanic,4.9375
661,38300,Ohio,39081,48260,Female,11 up to 20,0,1,35,college_degree,30-40k,35-44,White~H,2.264150943
672,33340,Wisconsin,55079,33340,Female,6 up to 10,0,1,67,some_college,30-40k,65+,White~H,1.867924528
692,30620,Ohio,39003,30620,Female,1 up to 5,0,1,38,highschool,30-40k,35-44,White~H,3.041666667
698,16860,Tennessee,47065,16860,Male,1 up to 5,0,1,70,highschool,30-40k,65+,White~H,3.261904762
703,27740,Tennessee,47171,27740,Female,More than 20,0,1,30,highschool,30-40k,25-34,White~H,3.979166667
713,42660,Washington,53033,42660,Female,More than 20,0,1,78,some_college,30-40k,65+,White~H,1.226415094
721,31340,Virginia,51011,31340,Female,6 up to 10,0,1,45,highschool,30-40k,45-54,White~H,2.119047619
731,0,Utah,49027,,Female,1 up to 5,0,1,33,highschool,30-40k,25-34,Hispanic,4.291666667
743,17460,Ohio,39093,17460,Female,11 up to 20,0,1,86,some_college,30-40k,65+,White~H,1
757,22220,Arkansas,05143,22220,Male,1 up to 5,0,1,63,lt_highschool,30-40k,55-64,White~H,3.358490566
786,0,Kentucky,21073,23180,Male,More than 20,0,1,28,some_college,30-40k,25-34,White~H,5.69047619
788,31140,Michigan,26059,25880,Female,None,1,0,34,college_degree,30-40k,25-34,White~H,3.226415094
821,41420,Oregon,41047,41420,Female,More than 20,0,1,55,trade_school_hs,30-40k,55-64,White~H,2.958333333
835,0,New Mexico,35031,23700,Female,More than 20,0,1,50,post_college_degree,30-40k,45-54,Other,2.547169811
844,0,Minnesota,27079,33460,Male,11 up to 20,0,1,49,highschool,30-40k,45-54,White~H,2.023809524
845,14460,Massachusetts,25001,12700,Female,1 up to 5,0,1,45,college_degree,30-40k,45-54,White~H,2.8125
854,49340,Massachusetts,25017,14460,Male,1 up to 5,0,1,25,college_degree,30-40k,25-34,White~H,3.041666667
865,49420,Washington,53077,49420,Male,1 up to 5,0,1,19,highschool,30-40k,18-24,White~H,2.666666667
866,49420,Washington,53077,49420,Female,1 up to 5,0,1,55,some_college,30-40k,55-64,White~H,1.523809524
877,41860,California,06001,41860,Male,6 up to 10,0,1,75,college_degree,30-40k,65+,White~H,1.479166667
890,0,Texas,48331,,Female,6 up to 10,0,1,49,lt_highschool,30-40k,45-54,White~H,4.145833333
895,17140,Ohio,39061,17140,Male,More than 20,0,1,62,some_college,30-40k,55-64,White~H,1.905660377
907,19780,Iowa,19153,19780,Female,6 up to 10,0,1,82,some_college,30-40k,65+,White~H,1.166666667
928,10580,New York,36001,10580,Female,6 up to 10,0,1,37,some_college,30-40k,35-44,Hispanic,1.541666667
929,10580,New York,36001,10580,Female,None,1,0,27,some_college,30-40k,25-34,White~H,2.377358491
961,40900,California,06017,40900,Female,6 up to 10,0,1,,highschool,30-40k,,Hispanic,2.018867925
963,13980,Virginia,51155,13980,Female,6 up to 10,0,1,33,trade_school_hs,30-40k,25-34,White~H,5.738095238
968,47900,Virginia,51187,47900,Male,1 up to 5,0,1,40,some_college,30-40k,35-44,Hispanic,2.791666667
982,0,Oregon,41041,35440,Female,1 up to 5,0,1,56,some_college,30-40k,55-64,White~H,1
991,23420,California,06019,23420,Male,6 up to 10,0,1,28,lt_highschool,30-40k,25-34,Hispanic,3.41509434
1003,33100,Florida,12099,33100,Female,More than 20,0,1,47,highschool,30-40k,45-54,Black~H,3.083333333
1019,0,Pennsylvania,42107,39060,Female,More than 20,0,1,40,post_college_degree,30-40k,35-44,White~H,2.0625
1025,0,Pennsylvania,42081,48700,Female,11 up to 20,0,1,53,college_degree,30-40k,45-54,White~H,1.433962264
1043,0,New Mexico,35025,26020,Male,None,1,0,60,post_college_degree,30-40k,55-64,White~H,1.037735849
1052,0,Oklahoma,40103,,Female,6 up to 10,0,1,65,highschool,30-40k,65+,White~H,2.547169811
1054,0,Oklahoma,40071,38620,Male,6 up to 10,0,1,20,some_college,30-40k,18-24,White~H,3.666666667
1055,0,Oklahoma,40007,,Male,6 up to 10,0,1,38,college_degree,30-40k,35-44,White~H,2.166666667
1087,38060,Arizona,04013,38060,Female,6 up to 10,0,1,18,highschool,30-40k,18-24,White~H,4.113207547
1095,31700,New Hampshire,33011,31700,Male,6 up to 10,0,1,72,college_degree,30-40k,65+,White~H,1
1096,0,New Hampshire,33013,18180,Male,6 up to 10,0,1,51,highschool,30-40k,45-54,White~H,2.380952381
1108,0,Kentucky,21109,,Male,11 up to 20,0,1,33,some_college,30-40k,25-34,White~H,2.79245283
1113,0,New York,36023,18660,Female,1 up to 5,0,1,62,some_college,30-40k,55-64,White~H,1.119047619
1116,0,New York,36017,,Male,1 up to 5,0,1,61,highschool,30-40k,55-64,White~H,3.785714286
1117,31540,Wisconsin,55025,31540,Female,None,1,0,28,some_college,30-40k,25-34,White~H,1.547169811
1182,34980,Tennessee,47037,34980,Female,11 up to 20,0,1,68,some_college,30-40k,65+,White~H,1.19047619
1184,34980,Tennessee,47037,34980,Male,None,1,0,43,college_degree,30-40k,35-44,Black~H,3.714285714
1208,14460,Massachusetts,25021,14460,Male,1 up to 5,0,1,47,college_degree,30-40k,45-54,White~H,2.642857143
1209,0,Illinois,17055,,Male,More than 20,0,1,23,some_college,30-40k,18-24,White~H,3.083333333
1210,0,Illinois,17189,,Male,More than 20,0,1,42,some_college,30-40k,35-44,White~H,3.095238095
1218,41740,California,06073,41740,Male,11 up to 20,0,1,52,some_college,30-40k,45-54,Hispanic,1.660377358
1220,41740,California,06073,41740,Female,11 up to 20,0,1,58,post_college_degree,30-40k,55-64,White~H,1.132075472
1227,41740,Washington,53033,42660,Female,None,1,0,25,some_college,30-40k,25-34,White~H,2.339622642
1229,0,Kansas,20017,,Female,6 up to 10,0,1,18,lt_highschool,30-40k,18-24,White~H,6.071428571
1237,38060,Arizona,04013,38060,Female,6 up to 10,0,1,60,college_degree,30-40k,55-64,Hispanic,1.857142857
1239,38060,Arizona,04013,38060,Female,None,1,0,45,lt_highschool,30-40k,45-54,Hispanic,2.41509434
1242,38060,Arizona,04013,38060,Male,1 up to 5,0,1,70,college_degree,30-40k,65+,White~H,1.4375
1266,35620,New York,36103,35620,Male,None,1,0,76,highschool,30-40k,65+,White~H,2.698113208
1282,41180,Missouri,29071,41180,Female,6 up to 10,0,1,63,trade_school_hs,30-40k,55-64,White~H,1.979166667
1287,0,Iowa,19189,,Female,None,1,0,33,highschool,30-40k,25-34,White~H,4.357142857
1290,0,Iowa,19117,,Female,More than 20,0,1,21,some_college,30-40k,18-24,White~H,1.490566038
1330,0,North Dakota,38101,33500,Male,1 up to 5,0,1,23,highschool,30-40k,18-24,White~H,2.6875
1331,0,North Dakota,38067,,Female,1 up to 5,0,1,64,highschool,30-40k,55-64,White~H,2.452830189
1333,22020,North Dakota,38017,22020,Female,11 up to 20,0,1,83,post_college_degree,30-40k,65+,White~H,1
1336,22020,North Dakota,38017,22020,Male,1 up to 5,0,1,67,college_degree,30-40k,65+,White~H,1
1384,0,North Carolina,37159,16740,Female,More than 20,0,1,65,highschool,30-40k,65+,White~H,1.785714286
1387,19140,Georgia,13313,19140,Male,6 up to 10,0,1,63,highschool,30-40k,55-64,White~H,2.5625
1388,40660,Georgia,13115,40660,Male,11 up to 20,0,1,27,highschool,30-40k,25-34,White~H,3.404761905
1405,46700,California,06095,46700,Female,1 up to 5,0,1,43,highschool,30-40k,35-44,Hispanic,5.5
1428,26420,Texas,48201,26420,Male,6 up to 10,0,1,51,some_college,30-40k,45-54,Other,5.071428571
1431,26420,Texas,48291,26420,Male,None,1,0,40,lt_highschool,30-40k,35-44,Hispanic,5.214285714
1435,31100,California,06059,31080,Male,1 up to 5,0,1,80,college_degree,30-40k,65+,White~H,1.660377358
1440,31100,California,06059,31080,Female,1 up to 5,0,1,34,lt_highschool,30-40k,25-34,Hispanic,4.716981132
1458,0,New York,36009,36460,Male,None,1,0,58,some_college,30-40k,55-64,White~H,1.962264151
1462,15380,New York,36029,15380,Male,6 up to 10,0,1,75,highschool,30-40k,65+,White~H,2.895833333
1468,29540,Pennsylvania,42071,29540,Male,None,1,0,89,post_college_degree,30-40k,65+,White~H,1.214285714
1501,17820,Colorado,08041,17820,Female,1 up to 5,0,1,63,college_degree,30-40k,55-64,White~H,1.291666667
1505,17820,Colorado,08041,17820,Male,None,1,0,49,highschool,30-40k,45-54,White~H,2.023809524
1506,17820,Ohio,39061,17140,Male,1 up to 5,0,1,26,some_college,30-40k,25-34,White~H,4.094339623
1507,39380,Colorado,08101,39380,Male,1 up to 5,0,1,67,highschool,30-40k,65+,White~H,3.214285714
1526,45300,Florida,12057,45300,Male,1 up to 5,0,1,55,some_college,30-40k,55-64,White~H,2
1541,19820,Michigan,26163,19820,Female,None,1,0,69,highschool,30-40k,65+,Black~H,4.037735849
1546,0,Ohio,39119,49780,Female,More than 20,0,1,40,highschool,30-40k,35-44,White~H,4.716981132
1570,47260,Maryland,24033,47900,Female,None,1,0,36,college_degree,30-40k,35-44,Black~H,4.261904762
1586,41740,California,06073,41740,Female,1 up to 5,0,1,55,lt_highschool,30-40k,55-64,Hispanic,2.471698113
1592,33460,Minnesota,27003,33460,Male,1 up to 5,0,1,41,some_college,30-40k,35-44,White~H,2.433962264
1594,29020,Indiana,18017,30900,Male,More than 20,0,1,38,college_degree,30-40k,35-44,White~H,1.773584906
1604,0,Indiana,18177,39980,Male,6 up to 10,0,1,51,highschool,30-40k,45-54,White~H,3.229166667
1614,12060,Georgia,13143,12060,Male,1 up to 5,0,1,57,lt_highschool,30-40k,55-64,White~H,6.071428571
1615,12060,Georgia,13063,12060,Female,6 up to 10,0,1,23,highschool,30-40k,18-24,White~H,4.716981132
1634,39900,Nevada,32031,39900,Female,None,1,0,35,lt_highschool,30-40k,35-44,Hispanic,4.509433962
1660,0,Kansas,20051,25700,Male,1 up to 5,0,1,75,highschool,30-40k,65+,White~H,1.5625
1670,39340,North Carolina,37051,22180,Male,None,1,0,28,highschool,30-40k,25-34,White~H,6.071428571
1698,0,South Carolina,45071,35140,Female,6 up to 10,0,1,72,highschool,30-40k,65+,White~H,2.547169811
1703,40060,Virginia,51087,40060,Female,6 up to 10,0,1,,post_college_degree,30-40k,,White~H,2.083333333
1706,40060,Virginia,51087,40060,Male,None,1,0,25,some_college,30-40k,25-34,Black~H,2.320754717
1711,40060,Virginia,51730,40060,Female,None,1,0,86,lt_highschool,30-40k,65+,White~H,3.095238095
1719,0,Texas,48017,,Female,1 up to 5,0,1,22,some_college,30-40k,18-24,White~H,1.886792453
1734,18020,Indiana,18005,18020,Male,More than 20,0,1,43,highschool,30-40k,35-44,White~H,3.047619048
1745,45300,Florida,12057,45300,Female,1 up to 5,0,1,29,college_degree,30-40k,25-34,White~H,2.396226415
1750,0,Pennsylvania,42049,21500,Female,1 up to 5,0,1,50,highschool,30-40k,45-54,White~H,3.301886792
1752,44300,Pennsylvania,42027,44300,Female,1 up to 5,0,1,79,some_college,30-40k,65+,White~H,1.291666667
1776,16980,Illinois,17031,16980,Male,6 up to 10,0,1,42,some_college,30-40k,35-44,Black~H,4.716981132
1779,16980,Illinois,17037,16980,Male,6 up to 10,0,1,90,some_college,30-40k,65+,White~H,1.357142857
1782,28140,Missouri,29095,28140,Female,1 up to 5,0,1,46,some_college,30-40k,45-54,Black~H,2.69047619
1786,28140,Kansas,20209,28140,Female,1 up to 5,0,1,61,highschool,30-40k,55-64,White~H,2.75
1820,11700,North Carolina,37021,11700,Female,11 up to 20,0,1,65,highschool,30-40k,65+,White~H,2.264150943
1824,25860,North Carolina,37027,25860,Male,More than 20,0,1,45,some_college,30-40k,45-54,White~H,1.962264151
1833,41500,California,06053,41500,Female,None,1,0,,college_degree,30-40k,,Hispanic,1.037735849
1842,26420,Texas,48201,26420,Female,1 up to 5,0,1,20,some_college,30-40k,18-24,White~H,6.071428571
1867,16980,Illinois,17097,16980,Female,6 up to 10,0,1,77,post_college_degree,30-40k,65+,White~H,1
1870,16980,Illinois,17031,16980,Female,1 up to 5,0,1,18,highschool,30-40k,18-24,White~H,3.333333333
1875,37860,Florida,12113,37860,Male,More than 20,0,1,52,highschool,30-40k,45-54,White~H,2.285714286
1881,37460,Florida,12005,37460,Female,6 up to 10,0,1,38,some_college,30-40k,35-44,Hispanic,2.283018868
1883,0,Florida,12131,18880,Female,More than 20,0,1,48,lt_highschool,30-40k,45-54,White~H,4
1891,37980,New Jersey,34007,37980,Male,6 up to 10,0,1,53,college_degree,30-40k,45-54,Black~H,1.375
1894,17140,Kentucky,21117,17140,Female,11 up to 20,0,1,62,post_college_degree,30-40k,55-64,White~H,1.320754717
1898,30460,Kentucky,21113,30460,Female,None,1,0,37,post_college_degree,30-40k,35-44,White~H,1.833333333
1901,25540,Connecticut,09003,25540,Female,6 up to 10,0,1,55,lt_highschool,30-40k,55-64,Black~H,4.716981132
1923,24860,South Carolina,45059,24860,Female,1 up to 5,0,1,30,some_college,30-40k,25-34,White~H,2.104166667
1924,0,South Carolina,45021,23500,Male,None,1,0,59,some_college,30-40k,55-64,White~H,1.283018868
1932,28940,Tennessee,47009,28940,Male,11 up to 20,0,1,33,highschool,30-40k,25-34,White~H,4.642857143
1947,0,Arkansas,05133,,Male,6 up to 10,0,1,55,some_college,30-40k,55-64,White~H,2.119047619
1963,46340,Texas,48423,46340,Male,1 up to 5,0,1,26,highschool,30-40k,25-34,White~H,4.642857143
1969,0,Texas,48203,32220,Male,6 up to 10,0,1,19,highschool,30-40k,18-24,Black~H,3.056603774
1977,27260,Florida,12031,27260,Male,11 up to 20,0,1,25,highschool,30-40k,25-34,Other,3.226415094
1983,27260,Florida,12031,27260,Female,,0,1,67,some_college,30-40k,65+,Black~H,1.30952381
1987,27260,Florida,12031,27260,Female,1 up to 5,0,1,60,highschool,30-40k,55-64,White~H,4.928571429
2007,0,North Carolina,37061,,Male,More than 20,0,1,45,highschool,30-40k,45-54,Black~H,3.339622642
2022,0,Georgia,13031,44340,Female,1 up to 5,0,1,42,highschool,30-40k,35-44,Black~H,2.395833333
2023,0,Georgia,13279,47080,Female,1 up to 5,0,1,81,college_degree,30-40k,65+,White~H,1
2041,21340,Texas,48141,21340,Male,1 up to 5,0,1,49,lt_highschool,30-40k,45-54,Hispanic,4.8125
2064,46140,Oklahoma,40037,46140,Male,6 up to 10,0,1,74,post_college_degree,30-40k,65+,White~H,1
2088,20500,North Carolina,37063,20500,Female,6 up to 10,0,1,65,post_college_degree,30-40k,65+,Black~H,1.571428571
2099,11540,Wisconsin,55135,,Female,11 up to 20,0,1,69,highschool,30-40k,65+,White~H,2.301886792
2107,22540,Wisconsin,55039,22540,Female,11 up to 20,0,1,64,post_college_degree,30-40k,55-64,White~H,1.047619048
2117,49740,Arizona,04027,49740,Male,1 up to 5,0,1,36,highschool,30-40k,35-44,Hispanic,4.333333333
2120,22380,Arizona,04005,22380,Female,1 up to 5,0,1,58,highschool,30-40k,55-64,White~H,3.226415094
2132,0,Tennessee,47035,18900,Female,None,1,0,42,college_degree,30-40k,35-44,White~H,1.833333333
2136,0,Texas,48471,26660,Male,1 up to 5,0,1,56,some_college,30-40k,55-64,White~H,1.962264151
2160,14600,Florida,12115,35840,Male,6 up to 10,0,1,24,some_college,30-40k,18-24,White~H,1.943396226
2198,32580,Texas,48215,32580,Female,1 up to 5,0,1,22,some_college,30-40k,18-24,Hispanic,3.095238095
2207,0,Colorado,08125,,Female,None,1,0,66,college_degree,30-40k,65+,White~H,1.428571429
2213,0,Colorado,08045,24060,Male,None,1,0,46,trade_school_hs,30-40k,45-54,White~H,2.6875
2236,14460,Massachusetts,25017,14460,Male,1 up to 5,0,1,33,college_degree,30-40k,25-34,Hispanic,2.19047619
2257,0,Michigan,26119,,Female,1 up to 5,0,1,42,highschool,30-40k,35-44,White~H,3.5
1,35620,New Jersey,34017,35620,Female,1 up to 5,0,1,26,highschool,40-50k,25-34,Hispanic,4.41509434
30,13820,Alabama,01117,13820,Male,None,1,0,57,some_college,40-50k,55-64,White~H,2.071428571
48,0,Maine,23001,30340,Male,1 up to 5,0,1,65,post_college_degree,40-50k,65+,White~H,1.125
57,14260,Idaho,16027,14260,Female,None,1,0,31,some_college,40-50k,25-34,White~H,4.604166667
79,35620,New York,36061,35620,Female,1 up to 5,0,1,55,some_college,40-50k,55-64,Black~H,1
98,37980,Pennsylvania,42101,37980,Male,1 up to 5,0,1,69,highschool,40-50k,65+,White~H,3.666666667
99,37980,Pennsylvania,42091,37980,Female,6 up to 10,0,1,53,college_degree,40-50k,45-54,White~H,1.641509434
109,37980,Pennsylvania,42101,37980,Male,More than 20,0,1,41,highschool,40-50k,35-44,Black~H,4.857142857
123,19180,Illinois,17183,19180,Female,6 up to 10,0,1,32,some_college,40-50k,25-34,White~H,1.791666667
124,0,Illinois,17023,,Female,More than 20,0,1,43,college_degree,40-50k,35-44,White~H,1.880952381
126,0,Illinois,17049,20820,Female,1 up to 5,0,1,58,some_college,40-50k,55-64,White~H,1.023809524
140,12940,Louisiana,22033,12940,Male,1 up to 5,0,1,52,some_college,40-50k,45-54,White~H,2.857142857
