TUCASEID,TR1INTST,TR2INTST,TRFNLOUT,TRINCEN2,TUAVGDUR,TUA_ID,TUCPSDP,TUC_ID,TUDQUAL2,TUINCENT,TUINTDQUAL,TUINTID,TUINTRODATE,TUINTROPANMONTH,TUINTROPANYEAR,TULNGSKL,TUTOTACTNO,TUV_ID
20160101161144,1,1,001.001,0,72,KP94,1,CY10,-1,0,2,WW98,31,01,2016,0,20,CU87
20160101161147,3,6,021.003,0,-1,-1,1,-1,-1,0,-1,II96,31,01,2016,0,-1,-1
20160101161156,1,1,001.001,0,65.5,-1,1,CY10,-1,0,2,UU78,25,01,2016,0,22,CU87
20160101161157,1,1,001.001,0,130.9,-1,1,CY10,-1,0,2,WW90,29,01,2016,0,11,CZ39
20160101161158,1,1,001.001,0,75.8,-1,1,CY10,-1,0,2,WW96,28,01,2016,0,19,CY06
20160101161187,1,1,001.001,0,96,-1,1,CY10,-1,0,2,VV89,29,01,2016,1,15,CY06
20160101161189,1,1,001.001,0,60,KP94,1,CY10,-1,0,2,QQ96,30,01,2016,0,24,CY06
20160101161190,1,1,001.001,0,90,KP73,1,CY10,-1,0,2,CM58,29,01,2016,0,16,CY06
20160101161200,1,1,001.001,0,120,-1,1,CY10,-1,0,2,RR96,28,01,2016,0,12,CZ39
20160101161215,1,1,001.001,0,180,-1,1,CY10,-1,0,2,ZS92,31,01,2016,0,8,CY06
20160101161237,1,1,001.001,0,160,-1,1,CY10,-1,0,2,QQ94,31,01,2016,0,9,CY06
20160101161238,1,1,001.001,0,90,-1,2,CY10,-1,0,2,ZN94,25,01,2016,1,16,CZ39
20160101161245,1,1,001.001,0,55.4,KP94,1,CY10,-1,0,2,ZG90,29,01,2016,0,26,CY06
20160101161248,3,6,021.003,0,-1,-1,1,-1,-1,0,-1,ZN94,01,02,2016,0,-1,-1
20160101161249,1,1,001.001,0,75.8,-1,1,CY10,-1,0,2,ZV97,01,02,2016,1,19,CZ39
20160101161256,1,1,001.001,0,120,-1,1,CY10,-1,0,2,VV82,01,02,2016,0,12,CZ39
20160101161276,1,1,001.001,0,80,KP94,1,CY10,-1,0,2,ZA96,25,01,2016,0,18,CY06
20160101161279,1,1,001.001,0,240,-1,1,CY10,-1,0,-1,ZV97,01,02,2016,1,6,CY06
20160101161290,1,1,001.001,0,84.7,KP94,2,CY10,-1,0,2,II92,30,01,2016,0,17,CY06
20160101161311,1,1,001.001,0,53.3,KP94,2,CY10,-1,0,2,II91,28,01,2016,0,27,CY06
20160101161317,1,1,001.001,0,80,KP94,1,CY10,-1,0,2,II96,01,02,2016,0,18,CY06
20160101161324,1,1,001.001,0,53.3,KP94,1,CY10,-1,0,2,ZV97,27,01,2016,0,27,CY06
20160101161332,1,1,001.001,0,51.4,KP94,1,CY10,-1,0,2,RR96,25,01,2016,0,28,CU54
20160101161355,2,3,231.001,0,110.8,KP94,1,CY06,-1,0,2,QQ94,25,01,2016,0,13,CY14
20160101161367,1,1,001.001,0,72,-1,1,CY06,-1,0,2,CR17,26,01,2016,0,20,CY14
20160101161372,1,1,001.001,0,96,-1,1,CY06,-1,0,2,LL97,26,01,2016,0,15,CY14
20160101161373,1,1,001.001,0,57.6,-1,2,CY42,-1,0,2,VV87,25,01,2016,1,25,CY11
20160101161376,1,1,001.001,0,80,KP94,2,CY42,-1,0,2,ZS92,25,01,2016,0,18,CU55
20160101161397,1,1,001.001,0,84.7,KP94,2,CY42,-1,0,2,ZA96,25,01,2016,0,17,CY11
20160101161412,1,1,001.001,0,120,KP94,1,CY42,-1,0,2,QQ94,31,01,2016,0,12,CY11
20160101161418,1,1,001.001,0,90,-1,1,CY42,-1,0,2,ZV97,25,01,2016,0,16,CY11
20160101161449,1,1,001.001,0,27.2,KP73,2,CY11,-1,0,2,UU78,28,01,2016,0,53,CY19
20160101161451,1,1,001.001,0,110.8,-1,1,CW50,-1,0,2,ZV97,31,01,2016,0,13,CY19
20160101161462,1,1,001.001,0,57.6,-1,1,CY19,-1,0,2,RR96,28,01,2016,0,25,CW50
20160101161477,3,6,021.003,0,-1,-1,1,-1,-1,0,-1,VV84,25,01,2016,0,-1,-1
20160101161508,1,1,001.001,0,57.6,-1,2,CW50,-1,0,2,ZN94,25,01,2016,0,25,CY19
20160101161511,1,1,001.001,0,80,KP73,1,CY19,-1,0,2,CW50,27,01,2016,0,18,CU55
20160101161527,1,1,001.001,0,130.9,KP73,1,CW50,-1,0,2,VV90,31,01,2016,0,11,CY19
20160101161528,1,1,001.001,0,41.1,KP73,2,CW50,-1,0,2,II91,25,01,2016,0,35,CY19
20160101161546,1,1,001.001,0,55.4,-1,2,CW50,-1,0,2,QQ94,25,01,2016,0,26,CU55
20160101161560,1,1,001.001,0,42.4,-1,2,CY19,-1,0,2,II98,01,02,2016,0,34,CW50
20160101161574,1,1,001.001,0,38.9,-1,1,CY19,-1,0,2,WW90,29,01,2016,0,37,CW50
20160101161577,1,1,001.001,0,49.7,KP73,1,CY19,-1,0,2,WW96,31,01,2016,0,29,CW50
20160101161590,1,1,001.001,0,60,-1,1,CY19,-1,0,2,WW98,31,01,2016,0,24,CU55
20160101161638,1,1,001.001,0,130.9,-1,1,CY19,-1,0,2,QQ96,31,01,2016,0,11,CU84
20160101161639,2,3,231.001,0,110.8,-1,1,CY19,-1,0,2,CR17,30,01,2016,0,13,CU55
20160101161656,1,1,001.001,0,84.7,KP73,1,CY19,-1,0,2,ZO88,25,01,2016,0,17,CU84
20160101161675,1,1,001.001,0,84.7,KP73,1,CY19,-1,0,2,WW90,31,01,2016,0,17,CU55
20160101161687,1,1,001.001,0,62.6,KP73,1,CY19,-1,0,2,VV82,28,01,2016,0,23,CU55
20160101161700,1,1,001.001,0,65.5,KP94,2,CY19,-1,0,2,LL97,25,01,2016,0,22,CU55
20160101161704,1,1,001.001,0,84.7,KP94,1,CY19,-1,0,-1,VV84,31,01,2016,0,17,CU84
20160101161715,1,1,001.001,0,68.6,KP94,2,CY19,-1,0,2,QQ95,25,01,2016,1,21,CU55
20160101161747,1,1,001.001,0,130.9,-1,1,CY19,-1,0,2,WW98,25,01,2016,0,11,CU55
20160101161762,1,1,001.001,0,51.4,-1,1,CY19,-1,0,-1,VV87,27,01,2016,0,28,CU55
20160101161804,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,CZ95,25,01,2016,0,-1,-1
20160101161816,1,1,001.001,0,110.8,KP94,2,CY19,-1,0,2,RR98,31,01,2016,0,13,CU55
20160101161832,1,1,001.001,0,130.9,KP94,1,CY19,-1,0,2,WW90,31,01,2016,0,11,CU84
20160101161838,1,1,001.001,0,55.4,-1,1,CY19,-1,0,2,UU78,25,01,2016,0,26,CU84
20160101161850,1,1,001.001,0,75.8,KP94,1,CY19,-1,0,2,LL97,28,01,2016,0,19,CU55
20160101161856,1,1,001.001,0,84.7,-1,1,CY19,-1,0,2,RR98,25,01,2016,0,17,CU55
20160101161858,1,1,001.001,0,75.8,-1,1,CY19,-1,0,2,RR96,01,02,2016,0,19,CU55
20160101161862,1,1,001.001,0,96,KP94,1,CY19,-1,0,2,II91,25,01,2016,0,15,CU55
20160101161870,1,1,001.001,0,53.3,KP73,2,CU87,-1,0,2,QQ94,30,01,2016,0,27,CU54
20160101161873,1,1,001.001,0,51.4,-1,1,CY19,-1,0,2,II91,31,01,2016,0,28,CU55
20160101161883,1,1,001.001,0,80,-1,1,CY19,-1,0,2,WW98,28,01,2016,0,18,CU55
20160101161890,4,7,195.001,0,-1,-1,1,-1,-1,0,-1,UU78,27,01,2016,0,-1,-1
20160101161891,1,1,001.001,0,90,-1,1,CY19,-1,0,2,LL97,25,01,2016,0,16,CU55
20160101161903,1,1,001.001,0,90,KP94,1,CY19,-1,0,2,VV84,28,01,2016,0,16,CU55
20160101161907,1,1,001.001,0,144,-1,1,CY19,-1,0,2,II96,31,01,2016,0,10,CU55
20160101161943,1,1,001.001,0,102.9,-1,1,CY19,-1,0,2,RR98,25,01,2016,0,14,CU55
20160101161965,1,1,001.001,0,80,KP94,1,CY19,-1,0,2,UU78,28,01,2016,0,18,CU55
20160101161971,1,1,001.001,0,84.7,KP94,2,CY19,-1,0,2,VV90,27,01,2016,0,17,CU55
20160101162013,1,1,001.001,0,84.7,KP94,1,CY19,-1,0,2,ZV97,27,01,2016,0,17,CU84
20160101162014,1,1,001.001,0,110.8,-1,1,CY19,-1,0,2,CW50,01,02,2016,0,13,CU84
20160101162031,1,1,001.001,0,120,-1,2,CY19,-1,0,2,II91,26,01,2016,0,12,CU84
20160101162041,1,1,001.001,0,80,-1,2,CY19,-1,0,2,CM58,29,01,2016,0,18,CU84
20160101162059,1,1,001.001,0,90,KP94,2,CY19,-1,0,2,QQ95,01,02,2016,1,16,CU84
20160101162067,1,1,001.001,0,72,KP73,2,CY19,-1,0,2,ZV97,30,01,2016,1,20,CU87
20160101162086,1,1,001.001,0,62.6,-1,1,CY19,-1,0,2,ZG90,30,01,2016,0,23,CU87
20160101162101,2,3,231.001,0,144,-1,1,CY19,-1,0,2,CR17,27,01,2016,0,10,CU87
20160101162113,2,3,231.001,0,180,-1,2,CY19,-1,0,2,RR96,01,02,2016,0,8,CU87
20160101162123,1,1,001.001,0,90,-1,2,CY19,-1,0,2,VV90,28,01,2016,0,16,CU87
20160101162130,1,1,001.001,0,57.6,KP73,1,CY19,-1,0,2,RR98,01,02,2016,0,25,CU87
20160101162133,1,1,001.001,0,62.6,-1,1,CY19,-1,0,2,WW98,30,01,2016,0,23,CU87
20160101162164,1,1,001.001,0,75.8,-1,1,CY19,-1,0,2,RR96,26,01,2016,0,19,CU87
20160101162166,1,1,001.001,0,75.8,-1,1,CY19,-1,0,2,RR96,25,01,2016,0,19,CU87
20160101162179,3,6,021.003,0,-1,-1,1,-1,-1,0,-1,VV81,01,02,2016,0,-1,-1
20160101162200,1,1,001.001,0,96,-1,1,CY19,-1,0,2,ZV97,31,01,2016,0,15,CU87
20160101162214,2,3,231.001,0,65.5,-1,2,CY19,-1,0,2,CW50,26,01,2016,0,22,CU87
20160101162217,1,1,001.001,0,90,-1,2,CY19,-1,0,2,ZN94,27,01,2016,0,16,CU87
20160101162218,1,1,001.001,0,72,-1,1,CY19,-1,0,2,LL97,25,01,2016,0,20,CU87
20160101162235,1,1,001.001,0,102.9,-1,2,CY19,-1,0,2,VV84,31,01,2016,0,14,CU87
20160101162245,2,3,231.001,0,130.9,-1,1,CY19,-1,0,2,VV64,27,01,2016,0,11,CU87
20160101162274,1,1,001.001,0,65.5,-1,1,CY19,-1,0,2,WW98,29,01,2016,0,22,CU87
20160101162275,1,1,001.001,0,84.7,KP73,2,CY19,-1,0,2,LL95,28,01,2016,0,17,CU87
20160101162278,1,1,001.001,0,110.8,-1,1,CY19,-1,0,2,RR96,25,01,2016,0,13,CU87
20160101162288,1,1,001.001,0,96,-1,1,CU87,-1,0,2,II98,26,01,2016,0,15,CU54
20160101162300,1,1,001.001,0,120,-1,1,CU87,-1,0,2,QQ97,25,01,2016,0,12,CU54
20160101162303,1,1,001.001,0,55.4,-1,1,CU87,-1,0,2,VV84,01,02,2016,0,26,CU54
20160101162332,1,1,001.001,0,84.7,KP73,2,CU87,-1,0,2,II91,01,02,2016,0,17,CU54
20160101162333,1,1,001.001,0,160,-1,2,CU87,-1,0,2,RR98,31,01,2016,0,9,CY06
20160101162342,2,3,231.001,0,110.8,-1,1,CU87,-1,0,2,QQ94,29,01,2016,0,13,CY06
20160101162343,1,1,001.001,0,38.9,KP94,1,CK83,-1,0,2,ZA96,01,02,2016,0,37,CY06
20160101162350,1,1,001.001,0,96,-1,1,CU87,-1,0,2,WW90,29,01,2016,0,15,CY42
20160101162353,1,1,001.001,0,57.6,KP73,2,CU87,-1,0,2,VV85,25,01,2016,0,25,CY06
20160101162355,1,1,001.001,0,102.9,-1,1,CU87,-1,0,2,UU78,31,01,2016,0,14,CY06
20160101162373,1,1,001.001,0,65.5,KP73,1,CU87,-1,0,2,VV82,01,02,2016,0,22,CY06
20160101162377,1,1,001.001,0,30.6,KP73,1,CU87,-1,0,2,WW98,31,01,2016,0,47,CY06
20160101162419,2,3,231.001,0,96,KP73,1,CU87,-1,0,-1,ZV97,28,01,2016,0,15,CY06
20160101162422,1,1,001.001,0,45,-1,2,CU87,-1,0,2,QQ94,31,01,2016,0,32,CY06
20160101162444,1,1,001.001,0,45,KP73,1,CU87,-1,0,2,UU78,25,01,2016,0,32,CY11
20160101162445,1,1,001.001,0,55.4,KP73,1,CU87,-1,0,2,VV64,01,02,2016,0,26,CY11
20160101162449,1,1,001.001,0,46.5,KP73,2,CU87,-1,0,2,VV85,01,02,2016,0,31,CY11
20160101162452,1,1,001.001,0,84.7,-1,1,CU87,-1,0,2,VV87,27,01,2016,0,17,CY11
20160101162469,1,1,001.001,0,75.8,-1,2,CU87,-1,0,2,WW98,28,01,2016,0,19,CY11
20160101162477,1,1,001.001,0,60,-1,1,CU87,-1,0,2,RR96,01,02,2016,0,24,CY11
20160101162489,1,1,001.001,0,180,KP94,2,CU87,-1,0,2,VV85,25,01,2016,0,8,CU56
20160101162494,1,1,001.001,0,65.5,-1,2,CU87,-1,0,2,UU78,25,01,2016,0,22,CU54
20160101162495,3,6,021.003,0,-1,-1,1,-1,-1,0,-1,VV87,01,02,2016,0,-1,-1
20160101162503,2,3,231.001,0,90,KP94,1,CU87,-1,0,2,CR17,26,01,2016,0,16,CU54
20160101162514,1,1,001.001,0,110.8,KP73,1,CU87,-1,0,2,QQ95,01,02,2016,0,13,CK83
20160101162521,3,6,021.003,0,-1,-1,1,-1,-1,0,-1,VV87,25,01,2016,1,-1,-1
20160101162528,1,1,001.001,0,102.9,KP73,1,CU87,-1,0,2,RR98,28,01,2016,0,14,CK83
20160110150031,2,4,194.001,0,-1,-1,1,-1,-1,1,-1,WW94,14,11,2015,0,-1,-1
20160110150044,2,4,194.001,0,-1,-1,1,-1,-1,1,-1,VV84,16,11,2015,0,-1,-1
20160110150055,2,4,188.001,0,-1,-1,2,-1,-1,1,-1,LL95,15,11,2015,0,-1,-1
20160110150059,2,4,194.001,0,-1,-1,1,-1,-1,1,-1,II91,15,11,2015,0,-1,-1
20160110150061,4,7,195.001,0,-1,-1,1,-1,-1,1,-1,ZN94,21,11,2015,0,-1,-1
20160110150074,2,3,181.001,0,-1,-1,1,-1,-1,1,-1,QQ95,15,11,2015,1,-1,-1
20160110150089,2,4,188.001,0,-1,-1,1,-1,-1,1,-1,II91,17,11,2015,0,-1,-1
20160110150091,4,7,195.001,0,-1,-1,1,-1,-1,1,-1,RR96,16,11,2015,0,-1,-1
20160110150100,2,4,194.001,0,-1,-1,1,-1,-1,1,-1,VV90,18,11,2015,0,-1,-1
20160110150119,2,4,194.001,0,-1,-1,1,-1,-1,1,-1,VV84,22,11,2015,0,-1,-1
20160110150156,2,3,181.001,0,-1,-1,1,-1,-1,1,-1,ZS92,18,11,2015,0,-1,-1
20160110150167,2,4,194.001,0,-1,-1,1,-1,-1,1,-1,CM99,14,11,2015,0,-1,-1
20160110150169,4,7,195.001,0,-1,-1,1,-1,-1,1,-1,VV87,20,11,2015,0,-1,-1
20160110150510,4,7,195.001,0,-1,-1,1,-1,-1,0,-1,CM99,20,11,2015,0,-1,-1
20160110150530,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,CM99,20,11,2015,0,-1,-1
20160110150554,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,VV84,22,11,2015,0,-1,-1
20160110150557,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,II91,15,11,2015,0,-1,-1
20160110150561,2,3,179.001,0,-1,-1,2,-1,-1,0,-1,VV84,15,11,2015,0,-1,-1
20160110150563,4,7,195.001,0,-1,-1,1,-1,-1,0,-1,CM99,16,11,2015,0,-1,-1
20160110150565,4,7,195.001,0,-1,-1,1,-1,-1,0,-1,VV84,22,11,2015,0,-1,-1
20160110150576,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,QQ95,22,11,2015,1,-1,-1
20160110150585,2,4,194.001,1,-1,-1,1,-1,-1,0,-1,QQ96,20,11,2015,0,-1,-1
20160110150610,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,VV84,22,11,2015,0,-1,-1
20160110150613,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,RR98,22,11,2015,0,-1,-1
20160110150623,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,VV85,16,11,2015,0,-1,-1
20160110150645,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,CM99,19,11,2015,0,-1,-1
20160110150657,1,1,001.001,0,144,-1,1,CK83,-1,0,2,CM99,22,11,2015,0,10,CY06
20160110150663,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,QQ95,21,11,2015,0,-1,-1
20160110150664,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,VV89,16,11,2015,0,-1,-1
20160110150668,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,VV82,19,11,2015,0,-1,-1
20160110150676,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,VV90,17,11,2015,0,-1,-1
20160110150679,4,7,195.001,0,-1,-1,2,-1,-1,0,-1,VV91,15,11,2015,0,-1,-1
20160110150687,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,WW96,15,11,2015,0,-1,-1
20160110150688,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,VV90,22,11,2015,0,-1,-1
20160110150719,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,VV84,15,11,2015,0,-1,-1
20160110150735,4,7,195.001,0,-1,-1,2,-1,-1,0,-1,QQ94,22,11,2015,0,-1,-1
20160110150742,2,5,021.002,0,-1,-1,2,-1,-1,0,-1,VV87,21,11,2015,0,-1,-1
20160110150757,1,1,001.001,0,75.8,KP94,2,CK83,-1,0,2,QQ95,22,11,2015,1,19,CY06
20160110150771,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,CM99,22,11,2015,0,-1,-1
20160110150775,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,VV90,17,11,2015,0,-1,-1
20160110150784,2,4,188.001,0,-1,-1,1,-1,-1,0,-1,ZV97,14,11,2015,1,-1,-1
20160110150792,4,7,195.001,0,-1,-1,1,-1,-1,0,-1,CM99,20,11,2015,0,-1,-1
20160110150797,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,VV84,22,11,2015,0,-1,-1
20160110150803,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,LL95,18,11,2015,0,-1,-1
20160110150804,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,VV84,22,11,2015,0,-1,-1
20160110150816,2,4,188.001,0,-1,-1,1,-1,-1,0,-1,LL97,19,11,2015,0,-1,-1
20160110150827,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,ZV97,15,11,2015,1,-1,-1
20160110150828,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,CM99,22,11,2015,0,-1,-1
20160110150834,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,ZV97,22,11,2015,1,-1,-1
20160110150839,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,VV81,22,11,2015,0,-1,-1
