TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20170112160775,76,4,33,6,0,2,-1,0,0,0,0
20170112160812,76,1,49,-1,0,2,-1,0,0,0,-1
20170112160816,85,2,33,-1,0,2,-1,60,0,0,-1
20170112160820,76,4,56,5,0,10,-1,0,0,0,0
20170112160821,72,1,44,-1,0,2,-1,0,0,0,-1
20170112160825,80,4,34,5,0,3,-1,60,0,0,0
20170112160839,85,3,33,-1,0,5,-1,0,0,0,-1
20170112160870,73,4,43,6,0,2,-1,0,0,0,0
20170112160870,70,4,43,2,0,3,-1,0,0,0,0
20170112160870,85,4,43,2,0,4,-1,60,0,0,0
20170112160871,78,4,33,3,0,3,-1,0,0,0,42
20170112160871,85,1,56,-1,0,4,-1,60,0,0,-1
20170112160888,79,1,44,-1,0,2,-1,0,0,0,-1
20170112160890,85,4,47,7,0,6,-1,60,0,0,0
20170112160951,68,1,34,-1,0,5,-1,0,0,0,-1
20170112160951,85,3,47,-1,0,6,-1,60,0,0,-1
20170112160981,56,4,44,4,0,2,-1,0,0,0,0
20170112161007,85,1,39,-1,0,4,-1,60,0,0,-1
20170112161021,70,1,43,-1,0,4,-1,0,0,0,-1
20170112161021,68,1,43,-1,0,5,-1,0,0,0,-1
20170112161078,85,4,34,2,0,6,-1,0,0,0,0
20170112161078,80,4,33,5,0,7,-1,60,0,0,0
20170112161088,76,2,44,-1,0,2,-1,0,0,0,-1
20170112161096,85,3,47,-1,0,2,-1,60,0,0,-1
20170112161107,80,2,24,-1,1,2,2,0,0,0,-1
20170112161141,85,4,24,4,1,2,2,60,0,0,0
20170112161181,85,3,33,-1,0,2,-1,60,0,0,-1
20170112161191,56,4,49,3,0,2,-1,0,0,0,0
20170112161192,80,2,39,-1,0,4,-1,60,0,0,-1
20170112161202,76,1,47,-1,0,4,-1,0,0,0,-1
20170112161202,80,1,48,-1,0,5,-1,0,0,0,-1
20170112161204,80,1,37,-1,0,3,-1,60,0,0,-1
20170112161204,85,4,40,2,0,4,-1,60,0,0,0
20170112161206,74,2,33,-1,0,5,-1,0,0,0,-1
20170112161206,74,2,34,-1,0,6,-1,0,0,0,-1
20170112161295,85,4,56,2,0,5,-1,60,0,0,0
20170112161342,78,4,33,10,0,2,-1,0,0,0,0
20170112161346,65,3,33,-1,0,5,-1,0,0,0,-1
20170112161362,85,4,34,2,0,5,-1,60,0,0,0
20170112161394,85,4,33,4,0,2,-1,60,0,0,0
20170112161415,56,4,43,2,0,2,-1,0,0,0,0
20170112161477,85,4,56,5,0,2,-1,60,0,0,0
20170112161491,78,4,20,5,1,2,2,0,0,0,0
20170112161497,72,4,33,5,0,5,-1,0,0,0,0
20170112161500,80,4,33,10,0,3,-1,60,0,0,0
20170112161521,80,4,35,4,0,2,-1,60,0,0,0
20170112161547,55,1,42,-1,0,2,-1,0,0,0,-1
20170112161579,73,4,33,2,0,4,-1,0,0,0,0
20170112161580,85,4,33,5,0,2,-1,0,0,0,0
20170112161604,85,4,34,7,0,2,-1,60,0,0,0
20170112161615,85,4,33,5,0,4,-1,60,0,0,0
20170112161671,85,4,26,11,1,3,3,0,0,0,0
20170112161695,85,4,47,6,0,5,-1,60,0,0,0
20170112161707,76,2,34,-1,0,7,-1,0,0,0,-1
20170112161712,74,4,34,3,0,2,-1,0,0,0,0
20170112161734,62,2,56,-1,0,6,-1,0,0,0,-1
20170112161734,62,2,56,-1,0,7,-1,0,0,0,-1
20170112161734,55,2,56,-1,0,8,-1,0,0,0,-1
20170112161734,59,2,56,-1,0,9,-1,0,0,0,-1
20170112161734,68,2,56,-1,0,10,-1,0,0,0,-1
20170112161741,85,4,47,5,0,2,-1,60,0,0,0
20170112161741,80,4,34,2,0,3,-1,60,0,0,0
20170112161767,80,1,33,-1,0,4,-1,60,0,0,-1
20170112161796,85,4,34,3,0,3,-1,60,0,0,0
20170112161813,75,4,44,3,0,3,-1,42,42,0,42
20170112161836,79,1,33,-1,0,6,-1,0,0,0,-1
20170112161836,80,1,34,-1,0,7,-1,60,0,0,-1
20170112161841,57,2,24,-1,1,2,2,0,0,0,-1
20170112161841,64,2,24,-1,1,3,3,0,0,0,-1
20170112161852,52,4,43,3,0,2,-1,0,0,0,0
20170112161860,73,3,33,-1,0,7,-1,0,0,0,-1
20170112161860,71,1,34,-1,0,8,-1,0,0,0,-1
20170112161914,85,4,38,2,0,2,-1,0,0,0,0
20170112161914,85,4,42,2,0,3,-1,0,0,0,0
20170112161943,80,3,39,-1,0,5,-1,60,0,0,-1
20170112161954,85,4,24,8,1,4,4,0,0,0,0
20170112161956,72,1,33,-1,0,6,-1,0,0,0,-1
20170112161960,85,1,34,-1,0,2,-1,60,0,0,-1
20170112161960,80,1,33,-1,0,3,-1,60,0,0,-1
20170112161976,49,4,33,11,0,3,-1,0,0,0,0
20170112162043,85,4,43,4,0,2,-1,60,0,0,0
20170112162048,85,4,33,5,0,3,-1,60,0,0,0
20170112162048,85,2,41,-1,0,4,-1,60,0,0,-1
20170112162059,80,1,56,-1,0,2,-1,61,43,43,-1
20170112162061,85,4,39,1,0,3,-1,60,0,0,0
20170112162124,85,4,48,4,0,4,-1,0,0,0,0
20170112162147,73,4,33,3,0,6,-1,0,0,0,0
20170112162161,71,4,20,2,1,2,2,0,0,0,0
20170112162182,78,4,38,2,0,2,-1,0,0,0,0
20170112162197,67,4,33,20,0,5,-1,0,0,0,0
20170112162224,85,4,33,3,0,3,-1,0,0,0,0
20170112162230,85,4,40,5,0,3,-1,60,0,0,0
20170112162231,58,2,43,-1,0,3,-1,43,0,43,-1
20170112162231,70,2,33,-1,0,4,-1,43,0,43,-1
20170112162232,63,4,33,6,0,5,-1,0,0,0,0
20170112162233,80,3,20,-1,1,2,2,0,0,0,-1
20170112162308,85,1,33,-1,0,3,-1,60,0,0,-1
20170112162331,85,4,40,5,0,5,-1,60,0,0,0
20170112162332,85,4,47,15,0,3,-1,60,0,0,0
20170112162369,80,3,40,-1,0,5,-1,60,0,0,-1
20170112162369,80,3,39,-1,0,6,-1,60,0,0,-1
20170112162376,80,1,43,-1,0,2,-1,60,0,0,-1
20170112162376,74,1,43,-1,0,3,-1,0,0,0,-1
20170112162396,85,4,43,8,0,2,-1,0,0,0,0
20170112162396,76,4,56,2,0,3,-1,0,0,0,0
20170112162396,80,3,56,-1,0,4,-1,0,0,0,-1
20170112162396,80,4,56,2,0,5,-1,0,0,0,0
20170112162396,80,4,56,5,0,6,-1,60,0,0,0
20170112162415,79,1,43,-1,0,2,-1,0,0,0,-1
20170112162424,85,4,47,5,0,4,-1,60,0,0,0
20170112162446,79,4,33,13,0,7,-1,0,0,0,0
20170112162446,71,1,41,-1,0,8,-1,0,0,0,-1
20170112162464,80,4,43,2,0,2,-1,0,0,0,0
20170112162464,68,3,43,-1,0,3,-1,0,0,0,-1
20170112162477,85,4,47,10,0,5,-1,60,0,0,0
20170112162487,80,4,56,5,0,3,-1,60,0,0,0
20170112162518,80,4,44,20,0,3,-1,0,0,0,0
20170112162518,85,4,44,4,0,4,-1,60,0,0,0
20170112162518,85,4,44,4,0,5,-1,60,0,0,0
20170201170059,85,4,48,10,0,2,-1,60,0,0,0
20170201170114,85,4,33,4,0,2,-1,0,0,0,0
20170201170131,78,4,43,4,0,5,-1,0,0,0,0
20170201170135,72,4,33,3,0,2,-1,0,0,0,0
20170201170135,74,4,44,2,0,3,-1,0,0,0,0
20170201170527,79,3,56,-1,0,3,-1,42,0,0,-1
20170201170528,78,3,20,-1,1,2,2,0,0,0,-1
20170201170534,62,4,20,20,1,2,2,0,0,0,0
20170201170573,85,1,33,-1,0,2,-1,60,0,0,-1
20170201170593,67,3,38,-1,0,2,-1,0,0,0,-1
20170201170593,85,4,44,3,0,3,-1,60,0,0,0
20170201170617,85,1,20,-1,1,2,2,0,0,0,-1
20170201170648,66,4,56,2,0,3,-1,0,0,0,0
20170201170665,85,4,48,1,0,3,-1,60,0,0,0
20170201170665,85,4,48,3,0,4,-1,60,0,0,0
20170201170686,71,4,44,8,0,5,-1,0,0,0,0
20170201170707,69,4,26,16,1,4,4,0,0,0,0
20170201170725,79,3,33,-1,0,4,-1,0,0,0,-1
20170201170782,75,2,43,-1,0,5,-1,0,0,0,-1
20170201170809,85,4,47,3,0,3,-1,60,0,0,0
20170201170809,85,1,47,-1,0,4,-1,60,0,0,-1
20170201170810,78,4,48,2,0,6,-1,0,0,0,0
20170201170810,70,4,43,3,0,7,-1,0,0,0,0
20170201170811,80,4,48,15,0,4,-1,60,0,0,0
20170201170811,65,4,56,4,0,5,-1,0,0,0,0
20170201170811,63,4,56,4,0,6,-1,0,0,0,0
20170201170811,62,4,56,4,0,7,-1,0,0,0,0
20170201170816,80,4,33,3,0,4,-1,60,0,0,0
20170201170816,85,4,34,5,0,5,-1,60,0,0,0
20170201170823,85,4,33,10,0,2,-1,60,0,0,0
20170201170853,80,2,49,-1,0,3,-1,60,0,0,-1
20170201170861,80,1,34,-1,0,3,-1,0,0,0,-1
20170201170872,74,4,33,8,0,5,-1,0,0,0,0
20170201170910,85,4,33,2,0,3,-1,60,0,0,0
20170201170919,75,3,56,-1,0,3,-1,0,0,0,-1
20170201170950,80,4,33,2,0,3,-1,0,0,0,0
20170201170953,80,2,33,-1,0,2,-1,60,0,0,-1
20170201170953,78,1,34,-1,0,3,-1,0,0,0,-1
20170201170954,56,1,43,-1,0,2,-1,0,0,0,-1
20170201170954,58,1,38,-1,0,3,-1,0,0,0,-1
20170201170954,85,1,49,-1,0,4,-1,0,0,0,-1
20170201170954,55,4,43,2,0,5,-1,0,0,0,0
20170201170954,41,4,49,2,0,6,-1,0,0,0,0
20170201170973,79,3,37,-1,0,3,-1,0,0,0,-1
20170201170993,65,4,34,5,0,4,-1,0,0,0,0
20170201171005,67,4,56,10,0,4,-1,0,0,0,0
20170201171005,75,4,56,10,0,5,-1,0,0,0,0
20170201171008,65,4,20,2,1,2,2,0,0,0,0
20170201171009,80,4,24,2,1,2,2,0,0,0,0
20170201171061,62,2,33,-1,0,5,-1,0,0,0,-1
20170201171061,68,3,34,-1,0,6,-1,0,0,0,-1
20170201171062,85,4,33,2,0,2,-1,60,0,0,0
20170201171080,80,4,24,5,1,4,4,60,0,0,0
20170201171095,85,3,44,-1,0,3,-1,60,0,0,-1
20170201171154,75,2,37,-1,0,4,-1,0,0,0,-1
20170201171175,61,4,30,8,1,4,4,0,0,0,0
20170201171177,85,4,33,6,0,2,-1,60,0,0,0
20170201171230,60,4,20,41,1,2,2,0,0,0,0
20170201171246,72,4,33,4,0,2,-1,0,0,0,0
20170201171258,85,4,47,3,0,4,-1,60,0,0,0
20170201171279,62,4,47,2,0,5,-1,0,0,0,0
20170201171279,63,4,48,4,0,6,-1,0,0,0,0
20170201171281,85,4,33,5,0,2,-1,60,0,0,0
20170201171284,66,1,43,-1,0,2,-1,0,0,0,-1
20170201171352,57,3,33,-1,0,3,-1,0,0,0,-1
20170201171352,68,3,39,-1,0,4,-1,0,0,0,-1
20170201171541,85,4,33,2,0,2,-1,60,0,0,0
20170201171555,85,4,33,51,0,3,-1,60,0,0,0
20170201171555,85,4,34,51,0,4,-1,60,0,0,0
20170201171560,74,1,56,-1,0,4,-1,0,0,0,-1
20170201171566,69,4,33,2,0,4,-1,0,0,0,0
20170201171568,85,4,33,20,0,3,-1,60,0,0,0
20170201171569,76,4,33,4,0,5,-1,0,0,0,0
20170201171598,85,4,33,6,0,2,-1,60,0,0,0
20170201171602,85,4,47,3,0,3,-1,60,0,0,0
20170201171612,68,1,20,-1,1,2,2,0,0,0,-1
20170201171620,70,3,39,-1,0,6,-1,0,0,0,-1
20170201171620,70,3,40,-1,0,7,-1,0,0,0,-1
20170201171655,75,4,43,2,0,3,-1,0,0,0,0
20170201171658,74,4,44,2,0,2,-1,0,0,0,0
20170201171658,77,4,44,3,0,3,-1,0,0,0,0
20170201171658,80,4,44,6,0,4,-1,0,0,0,0
20170201171658,80,4,44,1,0,5,-1,60,0,0,0
20170201171664,74,4,33,7,0,5,-1,0,0,0,0
20170201171743,53,3,39,-1,0,4,-1,0,0,0,-1
20170201171773,68,4,43,20,0,5,-1,0,0,0,0
20170201171773,76,4,47,10,0,6,-1,0,0,0,0
20170201171773,80,4,48,5,0,7,-1,60,0,0,0
20170201171840,61,4,33,5,0,7,-1,0,0,0,0
20170201171840,64,4,34,5,0,8,-1,0,0,0,0
20170201171864,75,4,48,6,0,2,-1,0,0,0,0
20170201171864,72,4,47,6,0,3,-1,0,0,0,0
20170201171870,73,1,43,-1,0,4,-1,0,0,0,-1
20170201171878,58,4,39,2,0,6,-1,0,0,0,0
20170201171879,78,4,29,3,1,3,3,0,0,0,0
20170201171905,80,4,44,3,0,2,-1,0,0,0,0
20170201171905,85,4,44,15,0,3,-1,60,0,0,0
20170201171905,70,4,44,7,0,4,-1,0,0,0,0
20170201171905,80,4,44,5,0,5,-1,0,0,0,0
20170201171905,70,4,44,5,0,6,-1,0,0,0,0
20170201171939,61,4,33,10,0,3,-1,0,0,0,0
20170201171939,66,4,34,10,0,4,-1,0,0,0,0
20170201171939,64,4,56,2,0,5,-1,0,0,0,0
20170201171939,68,4,56,2,0,6,-1,0,0,0,0
20170201171945,63,2,30,-1,1,3,3,0,0,0,-1
20170201171971,80,4,26,5,1,5,5,0,0,0,0
20170201171981,69,2,43,-1,0,2,-1,0,0,0,-1
20170201172008,85,4,38,2,0,2,-1,60,0,0,0
20170201172008,85,4,49,2,0,3,-1,60,0,0,0
20170201172038,85,4,24,10,1,2,2,0,0,0,0
20170201172038,80,4,24,20,1,3,3,0,0,0,0
20170201172060,85,4,33,2,0,3,-1,60,0,0,0
20170201172092,85,4,24,15,1,2,2,0,0,0,0
20170201172106,76,3,33,-1,0,3,-1,0,0,0,-1
20170201172106,78,3,34,-1,0,4,-1,0,0,0,-1
20170201172122,75,4,47,2,0,5,-1,0,0,0,0
20170201172122,64,4,40,3,0,6,-1,0,0,0,0
20170201172136,79,4,43,3,0,3,-1,0,0,0,0
20170201172165,80,4,20,6,1,2,2,0,0,0,0
20170201172166,85,4,47,5,0,2,-1,60,0,0,0
20170201172188,75,4,24,13,1,2,2,0,0,0,0
20170201172282,85,4,33,2,0,2,-1,60,0,0,0
20170201172282,85,2,41,-1,0,3,-1,60,0,0,-1
20170201172285,60,1,33,-1,0,5,-1,0,0,0,-1
20170201172310,70,4,43,5,0,4,-1,0,0,0,0
20170201172318,70,1,56,-1,0,7,-1,0,0,0,-1
20170201172318,70,1,56,-1,0,8,-1,0,0,0,-1
20170201172318,60,1,56,-1,0,9,-1,0,0,0,-1
20170201172318,65,1,56,-1,0,10,-1,0,0,0,-1
20170201172335,62,4,33,5,0,6,-1,0,0,0,0
20170201172335,73,4,24,7,1,5,5,0,0,0,0
20170201172353,79,3,38,-1,0,4,-1,0,0,0,-1
20170201172376,75,4,34,2,0,6,-1,0,0,0,0
20170201172392,85,4,33,15,0,2,-1,60,0,0,0
20170201172398,80,4,56,20,0,2,-1,60,0,0,0
20170201172398,78,4,56,3,0,3,-1,0,0,0,0
20170201172398,79,3,56,-1,0,4,-1,0,0,0,-1
20170201172410,72,4,33,4,0,4,-1,0,0,0,0
20170201172410,80,4,34,4,0,5,-1,0,0,0,0
20170201172423,66,4,47,3,0,5,-1,0,0,0,0
20170201172434,85,4,24,11,1,3,3,0,0,0,0
20170201172434,85,4,26,10,1,4,4,0,0,0,0
20170201172477,74,3,33,-1,0,2,-1,0,0,0,-1
20170201172500,80,2,24,-1,1,2,2,0,0,0,-1
20170201172501,85,4,26,2,1,3,3,0,0,0,0
20170201172505,68,4,24,14,1,2,2,0,0,0,0
20170202170143,61,1,56,-1,0,9,-1,0,0,0,-1
20170202170143,48,1,44,-1,0,10,-1,0,0,0,-1
20170202170143,70,3,56,-1,0,11,-1,0,0,0,-1
20170202170143,62,3,56,-1,0,12,-1,0,0,0,-1
20170202170143,46,4,43,5,0,13,-1,0,0,0,0
20170202170552,85,4,48,3,0,5,-1,60,0,0,0
20170202170686,85,4,33,12,0,3,-1,60,0,0,0
20170202170964,80,2,33,-1,0,5,-1,60,0,0,-1
20170202170964,80,2,34,-1,0,6,-1,60,0,0,-1
20170202171116,76,2,34,-1,0,5,-1,0,0,0,-1
20170202171184,71,1,40,-1,0,5,-1,0,0,0,-1
20170202171762,61,4,24,4,1,2,2,0,0,0,0
20170202171865,79,3,33,-1,0,2,-1,0,0,0,-1
20170202171865,73,3,34,-1,0,3,-1,0,0,0,-1
20170202172164,57,4,49,6,0,2,-1,0,0,0,0
20170202172182,56,4,33,3,0,3,-1,0,0,0,0
20170202172293,68,4,33,2,0,5,-1,0,0,0,0
20170202172293,69,4,34,2,0,6,-1,0,0,0,0
20170202172293,58,4,39,3,0,7,-1,0,0,0,0
20170202172293,64,4,40,3,0,8,-1,0,0,0,0
20170202172393,70,1,56,-1,0,2,-1,0,0,0,-1
20170202172393,85,1,56,-1,0,3,-1,0,0,0,-1
20170202172393,75,1,56,-1,0,4,-1,0,0,0,-1
20170202172448,85,4,20,3,1,2,2,0,0,0,0
20170202172498,85,4,24,13,1,3,3,0,0,0,0
20170211161121,80,4,56,8,0,5,-1,0,0,0,0
20170211161272,72,3,43,-1,0,5,-1,0,0,0,-1
20170212160684,75,1,40,-1,0,5,-1,0,0,0,-1
20170212160805,85,4,40,3,0,4,-1,60,0,0,0
20170212160805,85,4,39,3,0,5,-1,60,0,0,0
20170212160805,85,1,44,-1,0,6,-1,60,0,0,-1
20170212160805,85,1,44,-1,0,7,-1,60,0,0,-1
20170212160997,73,4,44,4,0,6,-1,42,0,0,0
20170212160997,80,4,44,2,0,7,-1,61,0,0,0
20170212160997,71,4,44,3,0,8,-1,42,0,0,0
20170212160997,85,3,44,-1,0,9,-1,61,0,0,-1
20170212160997,66,2,44,-1,0,10,-1,42,0,0,-1
20170212161041,40,4,42,15,0,6,-1,0,0,0,0
20170212161080,85,4,33,2,0,3,-1,60,0,0,0
20170212161080,85,4,34,2,0,4,-1,60,0,0,0
20170212161170,85,4,26,5,1,3,3,0,0,0,0
20170212161197,85,4,43,2,0,4,-1,60,0,0,0
20170212161239,85,4,47,2,0,3,-1,60,0,0,0
20170212161290,85,2,33,-1,0,3,-1,60,0,0,-1
20170212161324,85,4,47,9,0,7,-1,60,0,0,0
20170212161367,80,2,34,-1,0,4,-1,60,0,0,-1
20170212161393,68,4,33,5,0,2,-1,0,0,0,0
20170212161417,85,4,34,10,0,2,-1,60,0,0,0
20170212161543,59,4,37,4,0,4,-1,0,0,0,0
20170212161543,85,4,34,5,0,5,-1,60,0,0,0
20170212161610,58,4,33,2,0,6,-1,0,0,0,0
20170212161610,74,4,47,4,0,7,-1,0,0,0,0
20170212161979,85,4,44,2,0,4,-1,60,0,0,0
20170212161979,85,4,44,2,0,5,-1,60,0,0,0
20170212162073,73,2,47,-1,0,4,-1,0,0,0,-1
20170212162180,80,4,47,5,0,5,-1,60,0,0,0
20170212162191,80,4,47,5,0,4,-1,60,0,0,0
20170212162206,85,4,33,2,0,3,-1,60,0,0,0
20170212162407,70,1,56,-1,0,3,-1,0,0,0,-1
20170212162407,70,1,56,-1,0,4,-1,0,0,0,-1
