TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20160101162133,79,4,47,10,0,2,-1,0,0,0,0
20160101162133,80,4,48,2,0,3,-1,60,0,0,0
20160101162133,60,4,33,3,0,4,-1,0,0,0,0
20160101162288,70,3,43,-1,0,5,-1,0,0,0,-1
20160101162332,85,4,47,10,0,3,-1,60,0,0,0
20160101162377,85,4,47,5,0,6,-1,60,0,0,0
20160101162422,80,4,33,2,0,5,-1,0,0,0,0
20160110151953,80,4,20,2,1,2,2,0,0,0,0
20160111150058,80,4,33,15,0,3,-1,0,0,0,0
20160111150058,85,4,39,2,0,4,-1,60,0,0,0
20160111150058,85,4,40,2,0,5,-1,60,0,0,0
20160111150662,80,4,33,3,0,2,-1,60,0,0,0
20160111150738,70,4,41,3,0,4,-1,0,0,0,0
20160111150790,72,4,33,3,0,3,-1,0,0,0,0
20160111150790,46,4,56,2,0,4,-1,0,0,0,0
20160111150887,79,4,33,3,0,3,-1,0,0,0,0
20160111150985,72,4,33,10,0,2,-1,0,0,0,0
20160111151131,65,1,34,-1,0,5,-1,0,0,0,-1
20160111151260,75,4,34,2,0,3,-1,0,0,0,0
20160111151389,47,4,20,3,1,2,2,0,0,0,0
20160111151471,69,4,47,8,0,5,-1,0,0,0,0
20160111151471,67,4,48,8,0,6,-1,0,0,0,0
20160111151576,85,3,33,-1,0,3,-1,60,0,0,-1
20160111151797,85,4,33,2,0,3,-1,60,0,0,0
20160111151797,85,4,34,2,0,4,-1,60,0,0,0
20160111151814,75,3,33,-1,0,6,-1,0,0,0,-1
20160111151814,80,3,34,-1,0,7,-1,60,0,0,-1
20160111151916,85,1,47,-1,0,3,-1,60,0,0,-1
20160111151916,63,4,24,4,1,2,2,0,0,0,0
20160111151979,80,4,33,2,0,4,-1,60,0,0,0
20160111151979,64,4,37,3,0,5,-1,0,0,0,0
20160111152097,70,4,33,8,0,3,-1,0,0,0,0
20160111152097,65,4,34,8,0,4,-1,0,0,0,0
20160111152131,80,4,33,4,0,2,-1,60,0,0,0
20160111152228,75,4,33,2,0,4,-1,0,0,0,0
20160111152299,59,4,40,2,0,5,-1,0,0,0,0
20160111152325,85,4,34,5,0,2,-1,60,0,0,0
20160111152388,43,4,49,43,0,3,-1,0,0,0,0
20160111152388,73,4,56,15,0,4,-1,0,0,0,0
20160111152428,85,4,33,5,0,4,-1,60,0,0,0
20160111152469,61,4,34,5,0,6,-1,0,0,0,0
20160111152469,57,2,33,-1,0,7,-1,0,0,0,-1
20160111152469,72,1,47,-1,0,8,-1,0,0,0,-1
20160112150005,73,4,33,2,0,6,-1,0,0,0,0
20160112150005,78,4,34,2,0,7,-1,0,0,0,0
20160112150014,65,4,33,2,0,2,-1,0,0,0,0
20160112150014,68,4,34,5,0,3,-1,0,0,0,0
20160112150028,72,1,43,-1,0,2,-1,0,0,0,-1
20160112150057,85,4,47,13,0,4,-1,60,0,0,0
20160112150070,80,1,24,-1,1,3,3,0,0,0,-1
20160112150113,71,2,43,-1,0,3,-1,0,0,0,-1
20160112150119,62,2,34,-1,0,9,-1,0,0,0,-1
20160112150136,70,4,44,12,0,2,-1,0,0,0,0
20160112150136,70,4,44,12,0,3,-1,0,0,0,0
20160112150144,85,1,44,-1,0,3,-1,60,0,0,-1
20160112150505,85,4,26,3,1,2,2,0,0,0,0
20160112150509,80,4,44,3,0,2,-1,0,0,0,42
20160112150509,75,3,44,-1,0,3,-1,0,0,0,-1
20160112150509,85,4,44,6,0,4,-1,60,0,0,0
20160112150509,80,4,44,10,0,5,-1,60,0,0,0
20160112150514,61,2,44,-1,0,2,-1,42,0,0,-1
20160112150514,79,2,44,-1,0,3,-1,42,0,0,-1
20160112150514,74,2,44,-1,0,4,-1,42,0,0,-1
20160112150517,75,4,33,3,0,3,-1,0,0,0,0
20160112150569,61,4,33,2,0,2,-1,0,0,0,0
20160112150569,66,4,34,2,0,3,-1,0,0,0,0
20160112150599,74,1,33,-1,0,4,-1,0,0,0,-1
20160112150625,59,2,24,-1,1,2,2,0,0,0,-1
20160112150625,62,2,30,-1,1,4,4,0,0,0,-1
20160112150651,80,4,38,3,0,2,-1,0,0,0,0
20160112150653,80,3,34,-1,0,6,-1,60,0,0,-1
20160112150661,80,4,33,2,0,4,-1,60,0,0,0
20160112150664,65,3,34,-1,0,4,-1,0,0,0,-1
20160112150664,85,4,47,2,0,5,-1,60,0,0,0
20160112150679,80,4,33,5,0,3,-1,60,0,0,0
20160112150697,79,2,48,-1,0,6,-1,0,0,0,-1
20160112150701,80,1,41,-1,0,4,-1,60,0,0,-1
20160112150722,85,1,43,-1,0,5,-1,60,0,0,-1
20160112150722,85,1,43,-1,0,6,-1,60,0,0,-1
20160112150722,85,1,43,-1,0,7,-1,60,0,0,-1
20160112150729,77,2,33,-1,0,3,-1,0,0,0,-1
20160112150767,70,1,43,-1,0,3,-1,0,0,0,-1
20160112150774,80,4,44,2,0,2,-1,60,0,0,0
20160112150814,85,4,24,2,1,3,3,0,0,0,0
20160112150828,65,4,43,10,0,3,-1,0,0,0,0
20160112150833,80,4,47,5,0,5,-1,60,0,0,0
20160112150838,85,4,24,6,1,2,2,0,0,0,0
20160112150887,39,4,33,4,0,5,-1,0,0,0,0
20160112150896,85,2,47,-1,0,5,-1,60,42,0,-1
20160112150896,80,3,47,-1,0,6,-1,60,0,0,-1
20160112150957,85,4,43,3,0,2,-1,60,0,0,0
20160112150960,85,4,33,2,0,2,-1,60,0,0,0
20160112150960,85,4,34,2,0,3,-1,60,0,0,0
20160112150960,85,4,44,5,0,4,-1,0,0,0,0
20160112150960,85,4,44,5,0,5,-1,60,0,0,0
20160112150981,85,4,26,5,1,4,4,0,0,0,0
20160112150995,80,4,33,3,0,3,-1,60,0,0,0
20160112150995,85,4,34,3,0,4,-1,0,0,0,0
20160112151011,80,4,33,10,0,3,-1,60,0,0,0
20160112151015,36,4,38,4,0,3,-1,0,0,0,0
20160112151031,74,3,56,-1,0,3,-1,42,42,0,-1
20160112151072,80,4,33,2,0,3,-1,60,0,0,0
20160112151072,85,4,34,2,0,4,-1,60,0,0,0
20160112151088,85,4,40,10,0,5,-1,60,0,0,0
20160112151096,64,1,47,-1,0,5,-1,0,0,0,-1
20160112151096,67,1,48,-1,0,6,-1,0,0,0,-1
20160112151119,63,4,44,3,0,3,-1,42,42,42,42
20160112151133,76,4,20,5,1,2,2,0,0,0,0
20160112151141,80,4,47,2,0,5,-1,0,0,0,0
20160112151141,80,4,47,2,0,6,-1,0,0,0,0
20160112151141,80,4,48,2,0,7,-1,0,0,0,0
20160112151222,85,4,44,2,0,2,-1,60,0,0,0
20160112151240,68,4,47,5,0,4,-1,0,0,0,0
20160112151241,73,4,47,4,0,3,-1,0,0,0,0
20160112151241,74,4,48,4,0,4,-1,0,0,0,0
20160112151252,60,4,33,4,0,3,-1,0,0,0,0
20160112151256,85,2,44,-1,0,2,-1,0,0,0,-1
20160112151256,85,2,44,-1,0,3,-1,60,0,0,-1
20160112151279,85,4,40,2,0,3,-1,60,0,0,0
20160112151279,85,4,39,3,0,4,-1,60,0,0,0
20160112151292,85,4,44,20,0,4,-1,60,0,0,0
20160112151309,68,4,33,12,0,2,-1,0,0,0,0
20160112151322,85,3,33,-1,0,3,-1,60,0,0,-1
20160112151329,85,3,48,-1,0,4,-1,60,0,0,-1
20160112151329,85,1,48,-1,0,5,-1,60,0,0,-1
20160112151329,54,1,33,-1,0,6,-1,0,0,0,-1
20160112151356,85,4,40,3,0,4,-1,60,0,0,0
20160112151395,80,1,33,-1,0,4,-1,60,0,0,-1
20160112151407,85,4,33,8,0,2,-1,60,0,0,0
20160112151421,85,4,20,3,1,2,2,0,0,0,0
20160112151428,85,4,47,5,0,2,-1,60,0,0,0
20160112151428,74,3,43,-1,0,3,-1,0,0,0,-1
20160112151428,69,1,44,-1,0,4,-1,0,0,0,-1
20160112151454,62,3,24,-1,1,3,3,0,0,0,-1
20160112151475,75,3,33,-1,0,2,-1,0,0,0,-1
20160112151481,85,1,43,-1,0,2,-1,60,0,0,-1
20160112151481,78,4,43,2,0,3,-1,0,0,0,0
20160112151503,80,4,33,15,0,5,-1,60,0,0,0
20160112151503,85,1,41,-1,0,6,-1,60,0,0,-1
20160112151503,80,4,41,3,0,7,-1,0,0,0,0
20160112151504,80,4,40,2,0,4,-1,0,0,0,0
20160112151504,75,4,39,2,0,5,-1,0,0,0,0
20160112151506,85,4,33,3,0,3,-1,60,0,0,0
20160112151508,80,1,44,-1,0,2,-1,60,0,0,-1
20160112151513,67,4,33,5,0,5,-1,0,0,0,0
20160112151523,85,4,39,3,0,3,-1,60,0,0,42
20160112151536,85,4,33,2,0,6,-1,0,0,0,0
20160112151541,85,4,43,5,0,2,-1,60,0,0,0
20160112151558,74,4,33,4,0,4,-1,0,0,0,0
20160112151558,75,4,34,4,0,5,-1,0,0,0,0
20160112151573,85,3,34,-1,0,2,-1,0,0,0,-1
20160112151583,62,4,43,2,0,2,-1,0,0,0,0
20160112151583,77,4,43,5,0,3,-1,0,0,0,0
20160112151583,74,4,43,5,0,4,-1,0,0,0,0
20160112151617,85,4,39,6,0,2,-1,60,0,0,0
20160112151620,74,4,33,6,0,4,-1,0,0,0,0
20160112151629,80,3,33,-1,0,3,-1,60,0,0,-1
20160112151629,64,3,49,-1,0,4,-1,0,0,0,-1
20160112151676,85,4,49,6,0,6,-1,60,0,0,0
20160112151695,85,1,33,-1,0,3,-1,60,0,0,-1
20160112151697,85,1,44,-1,0,2,-1,60,0,0,-1
20160112151713,71,1,33,-1,0,5,-1,0,0,0,-1
20160112151713,73,4,34,2,0,6,-1,0,0,0,0
20160112151727,76,3,33,-1,0,3,-1,0,0,0,-1
20160112151732,80,1,47,-1,0,5,-1,0,0,0,-1
20160112151732,85,1,48,-1,0,6,-1,60,0,0,-1
20160112151732,85,1,48,-1,0,7,-1,60,0,0,-1
20160112151734,61,4,33,3,0,6,-1,0,0,0,42
20160112151805,85,4,33,3,0,7,-1,60,0,0,0
20160112151805,85,4,34,3,0,8,-1,60,0,0,0
20160112151815,85,4,47,4,0,5,-1,60,0,0,0
20160112151823,60,4,47,6,0,7,-1,0,0,0,0
20160112151828,85,4,26,3,1,2,2,0,0,0,0
20160112151839,80,4,38,5,0,2,-1,60,0,0,0
20160112151857,73,4,34,3,0,2,-1,0,0,0,0
20160112151861,85,1,30,-1,1,2,2,0,0,0,-1
20160112151870,85,1,33,-1,0,4,-1,0,0,0,-1
20160112151872,78,4,33,2,0,3,-1,0,0,0,0
20160112151878,67,1,40,-1,0,8,-1,0,0,0,-1
20160112151887,74,4,33,7,0,3,-1,0,0,0,0
20160112151893,85,4,39,20,0,2,-1,60,0,0,0
20160112152001,85,1,33,-1,0,2,-1,60,0,0,-1
20160112152012,74,4,34,8,0,3,-1,0,0,0,0
20160112152023,63,4,43,2,0,4,-1,0,0,0,0
20160112152026,85,1,44,-1,0,3,-1,60,0,0,-1
20160112152026,50,1,44,-1,0,4,-1,0,0,0,-1
20160112152026,71,4,21,5,1,2,2,0,0,0,0
20160112152092,68,4,33,3,0,5,-1,0,0,0,0
20160112152092,71,4,34,4,0,6,-1,0,0,0,0
20160112152123,69,3,47,-1,0,4,-1,0,0,0,-1
20160112152123,42,2,41,-1,0,5,-1,0,0,0,-1
20160112152161,74,4,56,5,0,2,-1,0,0,0,0
20160112152183,77,4,34,2,0,4,-1,0,0,0,0
20160112152207,73,3,33,-1,0,3,-1,0,0,0,-1
20160112152256,74,4,33,2,0,4,-1,0,0,0,0
20160112152258,80,2,43,-1,0,2,-1,0,0,0,-1
20160112152265,85,1,33,-1,0,3,-1,60,0,0,-1
20160112152273,80,4,39,4,0,2,-1,60,0,0,0
20160112152274,30,1,43,-1,0,3,-1,0,0,0,-1
20160112152274,35,1,43,-1,0,4,-1,0,0,0,-1
20160112152274,50,1,43,-1,0,5,-1,0,0,0,-1
20160112152274,70,1,43,-1,0,6,-1,0,0,0,-1
20160112152274,75,1,43,-1,0,7,-1,0,0,0,-1
20160112152318,68,4,47,3,0,5,-1,0,0,0,0
20160112152323,85,4,33,5,0,3,-1,60,0,0,0
20160112152331,72,3,38,-1,0,2,-1,0,0,0,-1
20160112152333,71,1,44,-1,0,6,-1,42,0,0,-1
20160112152341,85,1,43,-1,0,2,-1,60,0,0,-1
20160112152353,75,1,41,-1,0,6,-1,0,0,0,-1
20160112152353,72,1,49,-1,0,7,-1,0,0,0,-1
20160112152376,62,4,33,20,0,2,-1,0,0,0,0
20160112152391,75,3,42,-1,0,3,-1,0,0,0,-1
20160112152423,80,1,47,-1,0,2,-1,0,0,0,-1
20160112152423,80,1,48,-1,0,3,-1,60,0,0,-1
20160112152428,64,3,40,-1,0,6,-1,0,0,0,-1
20160112152428,63,3,39,-1,0,7,-1,0,0,0,-1
20160112152429,85,4,49,7,0,3,-1,60,0,0,0
20160112152507,80,3,47,-1,0,5,-1,0,0,0,-1
20160112152507,80,3,48,-1,0,6,-1,60,0,0,-1
20160112152520,85,4,33,5,0,2,-1,60,0,0,0
20160201160088,74,4,47,3,0,4,-1,0,0,0,0
20160201160088,61,4,33,5,0,5,-1,0,0,0,0
20160201160088,59,1,34,-1,0,6,-1,0,0,0,-1
20160201160106,69,4,47,2,0,2,-1,0,0,0,0
20160201160145,80,4,33,10,0,2,-1,60,0,0,0
20160201160145,67,4,38,2,0,3,-1,0,0,0,0
20160201160505,61,4,39,6,0,6,-1,0,0,0,0
20160201160508,80,4,33,2,0,8,-1,60,0,0,0
20160201160508,80,4,34,2,0,9,-1,60,0,0,0
20160201160508,80,1,41,-1,0,10,-1,60,0,0,-1
20160201160513,76,4,56,2,0,4,-1,0,0,0,0
20160201160513,78,4,56,2,0,5,-1,0,0,0,0
20160201160513,85,4,44,3,0,6,-1,0,0,0,0
20160201160513,77,4,34,2,0,7,-1,43,43,43,42
20160201160513,62,4,33,2,0,8,-1,43,43,43,42
20160201160517,63,2,56,-1,0,3,-1,0,0,0,-1
20160201160563,75,2,56,-1,0,3,-1,0,0,0,-1
20160201160563,80,3,56,-1,0,4,-1,60,0,0,-1
20160201160563,78,2,56,-1,0,5,-1,0,0,0,-1
20160201160563,85,4,56,2,0,6,-1,60,0,0,0
20160201160563,78,3,56,-1,0,7,-1,0,0,0,-1
20160201160608,85,1,43,-1,0,2,-1,60,0,0,-1
20160201160608,85,4,49,5,0,3,-1,60,0,0,0
20160201160608,78,4,49,5,0,4,-1,0,0,0,0
20160201160608,85,4,49,5,0,5,-1,60,0,0,0
20160201160677,70,4,49,15,0,3,-1,0,0,0,0
20160201160677,80,4,43,5,0,4,-1,0,0,0,0
20160201160677,85,4,42,10,0,5,-1,60,0,0,0
20160201160677,72,4,43,5,0,6,-1,0,0,0,0
20160201160704,79,4,47,8,0,2,-1,0,0,0,0
20160201160722,50,1,56,-1,0,3,-1,0,0,0,-1
20160201160722,60,1,56,-1,0,4,-1,0,0,0,-1
20160201160722,70,4,56,2,0,5,-1,0,0,0,0
20160201160742,61,4,43,3,0,2,-1,0,0,0,0
20160201160742,57,4,38,2,0,3,-1,0,0,0,0
20160201160766,68,4,33,10,0,3,-1,0,0,0,0
20160201160766,77,4,34,20,0,4,-1,0,0,0,0
20160201160786,79,4,34,2,0,3,-1,0,0,0,0
20160201160807,70,4,20,2,1,2,2,0,0,0,0
20160201160827,79,1,34,-1,0,3,-1,0,0,0,-1
20160201160850,67,4,33,2,0,3,-1,0,0,0,0
20160201160882,85,4,34,7,0,7,-1,60,0,0,0
20160201160908,85,3,48,-1,0,4,-1,60,0,0,-1
20160201160908,85,3,47,-1,0,5,-1,60,0,0,-1
20160201160959,74,1,33,-1,0,3,-1,0,0,0,-1
20160201160988,78,4,34,2,0,2,-1,0,0,0,0
20160201160988,85,4,47,3,0,3,-1,60,0,0,0
20160201160991,85,4,47,5,0,3,-1,60,0,0,0
20160201161002,59,4,20,5,1,2,2,0,0,0,0
20160201161026,74,1,47,-1,0,7,-1,0,0,0,-1
20160201161026,79,1,47,-1,0,8,-1,0,0,0,-1
20160201161026,80,1,44,-1,0,9,-1,0,0,0,-1
20160201161042,80,4,20,20,1,2,2,0,0,0,0
20160201161045,85,4,33,15,0,7,-1,60,0,0,0
20160201161071,65,1,20,-1,1,2,2,0,0,0,-1
20160201161072,85,4,44,12,0,4,-1,60,0,0,0
20160201161072,75,4,44,12,0,5,-1,0,0,0,0
20160201161072,80,4,44,12,0,6,-1,60,0,0,0
20160201161072,85,3,43,-1,0,7,-1,60,0,0,-1
20160201161081,85,4,40,8,0,3,-1,60,0,0,0
20160201161084,85,4,33,6,0,2,-1,60,0,0,0
20160201161096,61,4,40,3,0,3,-1,0,0,0,0
20160201161101,75,4,43,5,0,4,-1,0,0,0,0
20160201161101,68,4,43,3,0,5,-1,0,0,0,0
20160201161111,70,2,39,-1,0,3,-1,0,0,0,-1
20160201161123,68,1,56,-1,0,6,-1,0,0,0,-1
20160201161123,85,1,56,-1,0,7,-1,60,0,0,-1
20160201161123,45,1,56,-1,0,8,-1,0,0,0,-1
20160201161123,45,1,56,-1,0,9,-1,0,0,0,-1
20160201161123,45,1,56,-1,0,10,-1,0,0,0,-1
20160201161133,76,4,34,2,0,5,-1,0,0,0,0
20160201161139,85,4,34,2,0,2,-1,60,0,0,0
20160201161170,60,4,24,2,1,2,2,0,0,0,0
20160201161191,80,4,33,6,0,2,-1,60,0,0,0
20160201161191,77,4,41,5,0,3,-1,0,0,0,0
20160201161191,79,4,42,5,0,4,-1,0,0,0,0
20160201161199,80,2,56,-1,0,3,-1,0,0,0,-1
20160201161199,80,2,56,-1,0,4,-1,0,0,0,-1
20160201161201,79,1,47,-1,0,3,-1,0,0,0,-1
20160201161207,68,4,33,5,0,5,-1,0,0,0,0
20160201161214,80,3,33,-1,0,3,-1,60,0,0,-1
20160201161251,85,1,43,-1,0,3,-1,60,0,0,-1
20160201161251,80,1,44,-1,0,4,-1,0,0,0,-1
20160201161251,85,1,43,-1,0,5,-1,60,0,0,-1
20160201161278,80,4,41,5,0,2,-1,0,0,0,0
20160201161278,85,4,42,5,0,3,-1,0,0,0,0
20160201161297,85,4,47,10,0,4,-1,60,0,0,0
20160201161309,80,4,33,5,0,3,-1,0,0,0,0
20160201161322,85,2,33,-1,0,3,-1,60,0,0,-1
20160201161369,65,1,43,-1,0,2,-1,0,0,0,-1
20160201161403,85,1,56,-1,0,4,-1,60,0,0,-1
20160201161403,80,4,56,2,0,5,-1,60,0,0,0
20160201161409,80,2,39,-1,0,3,-1,60,0,0,-1
20160201161409,80,2,40,-1,0,4,-1,0,0,0,-1
20160201161421,85,1,56,-1,0,2,-1,61,0,0,-1
20160201161421,79,1,56,-1,0,3,-1,42,0,0,-1
20160201161421,85,1,56,-1,0,4,-1,61,0,0,-1
20160201161427,61,4,21,2,1,2,2,0,0,0,0
20160201161433,74,4,33,10,0,3,-1,0,0,0,0
20160201161433,85,4,43,2,0,4,-1,61,0,0,0
20160201161433,52,4,43,2,0,5,-1,42,0,0,0
20160201161441,85,4,20,5,1,2,2,0,0,0,0
20160201161458,80,4,33,15,0,6,-1,60,0,0,0
20160201161458,80,4,41,5,0,7,-1,60,0,0,0
20160201161458,80,4,44,3,0,8,-1,0,0,0,0
20160201161458,80,4,44,3,0,9,-1,0,0,0,0
20160201161458,65,4,44,3,0,10,-1,0,0,0,0
20160201161471,80,1,44,-1,0,2,-1,0,0,0,-1
20160201161471,85,2,44,-1,0,3,-1,60,0,0,-1
20160201161493,85,4,43,7,0,2,-1,60,0,0,0
20160201161503,77,4,44,2,0,2,-1,0,0,0,0
20160201161524,80,4,33,2,0,3,-1,0,0,0,0
20160201161524,79,4,34,2,0,4,-1,0,0,0,0
20160201161578,77,1,43,-1,0,2,-1,0,0,0,-1
20160201161587,62,4,33,10,0,4,-1,0,0,0,0
20160201161593,50,4,33,2,0,6,-1,0,0,0,0
20160201161599,70,1,43,-1,0,2,-1,0,0,0,-1
20160201161662,65,1,44,-1,0,6,-1,0,0,0,-1
20160201161662,37,1,44,-1,0,7,-1,0,0,0,-1
20160201161663,68,2,56,-1,0,6,-1,0,0,0,-1
20160201161670,85,4,33,2,0,4,-1,60,0,0,42
20160201161670,85,4,41,2,0,5,-1,60,0,0,42
20160201161670,85,4,41,2,0,6,-1,60,0,0,42
20160201161676,79,3,33,-1,0,3,-1,0,0,0,-1
20160201161693,75,4,34,2,0,2,-1,0,0,0,0
20160201161761,71,4,33,4,0,7,-1,0,0,0,0
20160201161761,75,4,34,3,0,8,-1,0,0,0,0
20160201161813,85,4,44,2,0,2,-1,0,0,0,0
20160201161813,85,3,44,-1,0,3,-1,60,0,0,-1
20160201161813,80,3,44,-1,0,4,-1,60,0,0,-1
20160201161813,85,3,44,-1,0,5,-1,60,0,0,-1
20160201161893,72,4,33,2,0,4,-1,0,0,0,0
20160201161893,72,1,39,-1,0,5,-1,0,0,0,-1
20160201161897,72,4,34,5,0,4,-1,0,0,0,0
20160201161914,74,4,37,10,0,2,-1,0,0,0,0
20160201161925,66,4,20,10,1,2,2,0,0,0,0
20160201161935,85,4,24,2,1,2,2,0,0,0,0
20160201161937,85,4,33,6,0,3,-1,60,0,0,0
20160201161987,80,4,33,10,0,4,-1,60,0,0,0
20160201162037,56,4,20,5,1,2,2,0,0,0,0
20160201162043,77,2,44,-1,0,2,-1,0,0,0,-1
20160201162054,85,4,42,7,0,2,-1,60,0,0,0
20160201162087,80,1,33,-1,0,2,-1,60,0,0,-1
20160201162107,70,4,44,2,0,3,-1,0,0,0,0
20160201162114,85,4,33,10,0,3,-1,60,0,0,0
20160201162128,68,4,33,4,0,2,-1,0,0,0,0
20160201162131,78,3,43,-1,0,5,-1,0,0,0,-1
20160201162131,85,2,43,-1,0,6,-1,60,0,0,-1
20160201162135,74,1,38,-1,0,2,-1,0,0,0,-1
20160201162144,70,4,20,15,1,2,2,0,0,0,0
20160201162161,85,4,24,5,1,2,2,0,0,0,0
20160201162165,61,1,33,-1,0,2,-1,0,0,0,-1
20160201162191,78,1,44,-1,0,2,-1,0,0,0,-1
20160201162198,80,3,33,-1,0,7,-1,0,0,0,-1
20160201162203,60,2,33,-1,0,7,-1,0,0,0,-1
20160201162239,85,1,43,-1,0,2,-1,60,0,0,-1
20160201162266,74,4,35,3,0,2,-1,0,0,0,0
20160201162276,85,4,33,2,0,2,-1,0,0,0,0
20160201162289,75,4,33,5,0,5,-1,0,0,0,0
20160201162295,85,2,47,-1,0,4,-1,0,0,0,-1
20160201162346,60,4,24,5,1,2,2,0,0,0,0
20160201162383,74,4,33,2,0,3,-1,0,0,0,0
20160201162383,75,4,34,2,0,4,-1,0,0,0,0
20160201162383,85,4,39,6,0,5,-1,60,0,0,0
20160201162395,85,4,33,3,0,2,-1,60,0,0,0
20160201162398,79,1,33,-1,0,3,-1,0,0,0,-1
20160201162410,79,4,26,2,1,4,4,0,0,0,0
20160201162418,80,4,39,5,0,3,-1,60,0,0,0
20160201162418,85,4,40,5,0,4,-1,60,0,0,0
20160201162435,85,4,33,10,0,2,-1,60,0,0,0
20160201162439,67,1,41,-1,0,2,-1,0,0,0,-1
20160201162441,80,4,39,2,0,3,-1,60,0,0,0
20160201162446,85,4,20,5,1,2,2,0,0,0,0
20160201162474,85,1,33,-1,0,3,-1,60,0,0,-1
20160201162480,52,4,47,1,0,6,-1,0,0,0,0
20160201162493,65,4,47,5,0,6,-1,0,0,0,0
20160201162512,85,4,56,3,0,3,-1,60,0,0,0
20160201162512,85,4,56,3,0,4,-1,60,0,0,0
20160201162512,76,4,56,3,0,5,-1,0,0,0,0
20160201162512,85,4,56,3,0,6,-1,60,0,0,0
20160201162512,85,4,56,3,0,7,-1,60,0,0,0
20160202160520,85,4,39,4,0,3,-1,60,0,0,0
20160202160571,85,4,33,5,0,3,-1,60,0,0,0
20160202160579,85,4,47,3,0,5,-1,60,0,0,0
20160202160606,56,4,43,5,0,3,-1,0,0,0,0
20160202160678,75,3,20,-1,1,2,2,0,0,0,-1
20160202160745,80,2,33,-1,0,2,-1,60,0,0,-1
20160202160777,85,4,33,16,0,2,-1,60,0,0,0
20160202160857,63,4,24,5,1,2,2,0,0,0,0
20160202160857,62,4,24,3,1,3,3,0,0,0,0
20160202160867,85,3,56,-1,0,5,-1,61,0,0,-1
20160202160885,70,1,44,-1,0,6,-1,0,0,0,-1
20160202160885,85,3,44,-1,0,7,-1,60,0,0,-1
20160202160895,80,4,40,1,0,3,-1,60,0,0,0
20160202160895,80,4,39,1,0,4,-1,60,0,0,0
20160202160939,85,1,47,-1,0,6,-1,60,0,0,-1
20160202161010,71,3,33,-1,0,4,-1,0,0,0,-1
20160202161010,63,3,39,-1,0,5,-1,0,0,0,-1
20160202161010,69,3,40,-1,0,6,-1,0,0,0,-1
20160202161010,85,4,43,6,0,7,-1,60,0,0,0
20160202161010,85,4,43,6,0,8,-1,60,0,0,0
20160202161020,78,4,39,5,0,4,-1,0,0,0,0
20160202161097,80,4,43,2,0,2,-1,60,0,0,0
20160202161097,80,3,49,-1,0,3,-1,60,0,0,-1
20160202161121,85,4,48,6,0,5,-1,60,0,0,0
20160202161145,80,4,39,7,0,3,-1,60,0,0,0
20160202161206,85,4,35,6,0,2,-1,60,0,0,0
20160202161210,85,4,33,3,0,2,-1,60,0,0,0
20160202161245,79,1,47,-1,0,3,-1,0,0,0,-1
20160202161245,75,1,48,-1,0,4,-1,0,0,0,-1
20160202161275,85,4,33,3,0,2,-1,60,0,0,0
