TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20160202161331,74,3,49,-1,0,5,-1,0,0,0,-1
20160202161350,65,2,33,-1,0,4,-1,0,0,0,-1
20160202161361,80,4,33,3,0,5,-1,0,0,0,0
20160202161372,68,4,43,2,0,3,-1,0,0,0,0
20160202161480,60,2,43,-1,0,2,-1,0,0,0,-1
20160202161481,85,1,33,-1,0,4,-1,60,0,0,-1
20160202161491,52,4,35,21,0,2,-1,0,0,0,0
20160202161491,79,4,39,6,0,3,-1,0,0,0,0
20160202161491,85,4,40,6,0,4,-1,60,0,0,0
20160202161508,85,4,33,5,0,2,-1,60,0,0,0
20160202161508,80,1,41,-1,0,3,-1,60,0,0,-1
20160202161508,80,1,42,-1,0,4,-1,60,0,0,-1
20160202161683,80,4,33,3,0,3,-1,60,0,0,0
20160202162034,85,4,33,12,0,2,-1,60,0,0,0
20160202162364,80,4,49,5,0,2,-1,0,0,0,0
20160202162373,85,4,33,4,0,3,-1,60,0,0,0
20160202162456,85,4,33,5,0,2,-1,60,0,0,0
20160212150511,65,4,49,6,0,3,-1,0,0,0,0
20160212150525,75,1,49,-1,0,2,-1,0,0,0,-1
20160212150718,85,4,34,2,0,4,-1,60,0,0,0
20160212150739,85,4,39,5,0,4,-1,60,0,0,0
20160212150971,80,4,33,2,0,5,-1,60,0,0,0
20160212151111,85,3,44,-1,0,4,-1,60,0,0,-1
20160212151120,60,4,43,10,0,2,-1,0,0,0,0
20160212151171,85,4,39,7,0,3,-1,60,0,0,0
20160212151280,80,4,33,3,0,4,-1,60,0,0,0
20160212151302,80,4,20,10,1,2,2,0,0,0,0
20160212151303,80,4,24,5,1,2,2,0,0,0,0
20160212151319,80,4,26,5,1,6,6,0,0,0,0
20160212151471,70,4,33,4,0,8,-1,0,0,0,0
20160212151471,85,4,48,2,0,9,-1,0,0,0,0
20160212151574,75,1,47,-1,0,4,-1,0,0,0,-1
20160212151632,75,4,20,4,1,2,2,0,0,0,0
20160212151801,80,4,47,3,0,5,-1,0,0,0,0
20160212151936,77,4,33,4,0,4,-1,0,0,0,0
20160212151949,80,4,44,4,0,7,-1,60,0,0,0
20160212151949,72,4,44,4,0,8,-1,0,0,0,0
20160212151965,73,1,39,-1,0,5,-1,0,0,0,-1
20160212152147,69,4,33,5,0,3,-1,0,0,0,0
20160212152205,85,4,33,5,0,3,-1,60,0,0,0
20160212152332,33,4,56,2,0,4,-1,0,0,0,0
20160301160706,72,1,49,-1,0,5,-1,0,0,0,-1
20160301160790,77,4,39,5,0,3,-1,0,0,0,0
20160301160790,77,3,40,-1,0,4,-1,0,0,0,-1
20160301160943,80,4,34,8,0,2,-1,60,0,0,0
20160301161127,69,1,44,-1,0,4,-1,42,0,0,-1
20160301161131,78,4,34,2,0,2,-1,0,0,0,42
20160301161374,85,4,33,4,0,2,-1,60,0,0,0
20160301161381,75,4,33,9,0,4,-1,0,0,0,0
20160301161487,75,4,34,4,0,4,-1,0,0,0,0
20160301161487,71,4,33,4,0,5,-1,0,0,0,0
20160301161732,85,4,33,10,0,3,-1,60,0,0,0
20160301161872,80,3,39,-1,0,9,-1,60,0,0,-1
20160301161872,80,3,40,-1,0,10,-1,60,0,0,-1
20160301161872,85,1,42,-1,0,11,-1,60,0,0,-1
20160301161953,85,4,33,3,0,2,-1,60,0,0,0
20160301162100,63,2,43,-1,0,3,-1,0,0,0,-1
20160302160029,59,4,26,2,1,2,2,0,42,0,42
20160302160040,85,4,33,10,0,3,-1,60,0,0,0
20160302160062,67,4,43,2,0,6,-1,42,0,0,0
20160302160077,73,4,26,3,1,5,5,0,0,0,0
20160302160098,74,2,37,-1,0,2,-1,0,0,0,-1
20160302160110,73,1,44,-1,0,3,-1,0,0,0,-1
20160302160138,73,4,37,6,0,2,-1,0,0,0,0
20160302160143,80,3,43,-1,0,2,-1,0,0,0,-1
20160302160143,80,4,43,4,0,3,-1,0,0,0,0
20160302160143,68,4,43,8,0,4,-1,0,0,0,0
20160302160143,75,2,43,-1,0,5,-1,0,0,0,-1
20160302160143,85,3,43,-1,0,6,-1,60,0,0,-1
20160302160167,50,4,44,3,0,3,-1,0,0,0,0
20160302160510,80,4,44,5,0,2,-1,60,0,0,0
20160302160510,78,1,44,-1,0,3,-1,0,0,0,-1
20160302160510,80,4,39,4,0,4,-1,60,0,0,0
20160302160525,80,1,47,-1,0,2,-1,60,0,0,-1
20160302160530,71,4,38,4,0,2,-1,0,0,0,0
20160302160530,80,4,43,11,0,3,-1,60,0,0,0
20160302160542,69,4,24,5,1,2,2,0,0,0,0
20160302160545,85,4,33,3,0,3,-1,0,0,0,0
20160302160557,85,4,47,10,0,3,-1,60,0,0,0
20160302160557,71,4,41,2,0,4,-1,0,0,0,0
20160302160557,67,4,33,5,0,5,-1,0,0,0,0
20160302160557,69,4,34,5,0,6,-1,0,0,0,0
20160302160594,85,1,39,-1,0,3,-1,0,0,0,-1
20160302160643,85,4,39,2,0,5,-1,60,0,0,0
20160302160651,85,4,43,2,0,7,-1,60,0,0,0
20160302160655,76,4,44,2,0,6,-1,0,0,0,0
20160302160688,80,4,43,8,0,3,-1,0,0,0,0
20160302160688,80,1,43,-1,0,4,-1,0,0,0,-1
20160302160688,60,1,43,-1,0,5,-1,0,0,0,-1
20160302160697,70,1,38,-1,0,2,-1,0,0,0,-1
20160302160697,66,1,49,-1,0,3,-1,0,0,0,-1
20160302160706,85,1,34,-1,0,3,-1,60,0,0,-1
20160302160713,80,4,44,6,0,5,-1,60,0,0,0
20160302160713,79,4,44,6,0,6,-1,0,0,0,0
20160302160725,80,3,34,-1,0,5,-1,0,0,0,-1
20160302160733,70,1,43,-1,0,2,-1,0,0,0,-1
20160302160765,85,4,49,12,0,3,-1,60,0,0,0
20160302160774,66,4,33,2,0,4,-1,0,0,0,0
20160302160775,74,3,33,-1,0,9,-1,0,0,0,-1
20160302160788,76,1,33,-1,0,2,-1,0,0,0,-1
20160302160788,75,1,34,-1,0,3,-1,0,0,0,-1
20160302160789,85,4,33,4,0,3,-1,60,0,0,0
20160302160789,74,1,43,-1,0,4,-1,0,0,0,-1
20160302160789,73,2,43,-1,0,5,-1,0,0,0,-1
20160302160789,80,1,43,-1,0,6,-1,60,0,0,-1
20160302160796,85,4,33,3,0,3,-1,60,0,0,0
20160302160802,80,2,33,-1,0,4,-1,60,0,0,-1
20160302160802,80,2,34,-1,0,5,-1,60,0,0,-1
20160302160817,85,2,33,-1,0,2,-1,60,0,0,-1
20160302160818,85,2,33,-1,0,2,-1,60,0,0,-1
20160302160839,75,4,39,10,0,7,-1,0,0,0,0
20160302160869,70,4,33,3,0,5,-1,0,0,0,0
20160302160869,74,3,34,-1,0,6,-1,0,0,0,-1
20160302160874,80,4,44,2,0,2,-1,0,0,0,0
20160302160936,85,3,49,-1,0,5,-1,60,0,0,-1
20160302160936,55,1,49,-1,0,6,-1,0,0,0,-1
20160302160961,80,1,43,-1,0,4,-1,0,0,0,-1
20160302160979,45,3,43,-1,0,8,-1,0,0,0,-1
20160302161052,85,1,43,-1,0,2,-1,60,0,0,-1
20160302161052,85,1,43,-1,0,3,-1,60,0,0,-1
20160302161059,80,2,33,-1,0,5,-1,61,43,0,-1
20160302161080,76,4,41,8,0,3,-1,0,0,0,0
20160302161080,80,4,24,8,1,2,2,0,0,0,0
20160302161100,80,1,47,-1,0,5,-1,0,0,0,-1
20160302161177,78,4,43,2,0,3,-1,0,0,0,0
20160302161223,70,4,56,5,0,2,-1,0,0,0,0
20160302161223,67,2,56,-1,0,3,-1,0,0,0,-1
20160302161224,61,4,48,7,0,3,-1,43,0,0,0
20160302161224,74,4,47,7,0,4,-1,42,0,0,0
20160302161225,62,2,38,-1,0,3,-1,0,0,0,-1
20160302161255,70,4,40,3,0,6,-1,0,0,0,0
20160302161258,80,4,43,4,0,2,-1,0,0,0,0
20160302161261,65,4,43,3,0,2,-1,0,0,0,0
20160302161263,80,4,34,5,0,5,-1,60,0,0,0
20160302161270,85,3,47,-1,0,5,-1,60,0,0,-1
20160302161270,85,3,48,-1,0,6,-1,60,0,0,-1
20160302161273,79,4,47,3,0,5,-1,0,0,0,0
20160302161311,55,4,33,4,0,4,-1,0,0,0,0
20160302161346,85,4,34,3,0,5,-1,60,0,0,0
20160302161357,85,4,44,10,0,4,-1,60,0,0,0
20160302161359,46,3,34,-1,0,6,-1,0,0,0,-1
20160302161400,80,4,47,3,0,2,-1,60,0,0,0
20160302161433,80,4,34,4,0,3,-1,60,0,0,0
20160302161476,80,4,56,2,0,5,-1,60,0,0,0
20160302161484,79,4,20,3,1,2,2,0,0,0,0
20160302161486,80,2,43,-1,0,4,-1,60,0,0,-1
20160302161526,85,4,34,12,0,2,-1,60,0,0,0
20160302161545,80,1,33,-1,0,4,-1,60,0,0,-1
20160302161576,70,1,47,-1,0,5,-1,0,0,0,-1
20160302161576,70,1,48,-1,0,6,-1,0,0,0,-1
20160302161584,64,3,33,-1,0,2,-1,0,0,0,-1
20160302161611,75,4,39,5,0,5,-1,0,0,0,0
20160302161616,80,4,43,8,0,3,-1,60,0,0,0
20160302161616,85,4,43,8,0,4,-1,60,0,0,0
20160302161652,85,4,43,10,0,2,-1,60,0,0,0
20160302161682,85,3,43,-1,0,2,-1,60,0,0,-1
20160302161696,85,3,44,-1,0,3,-1,61,0,0,-1
20160302161696,66,4,44,4,0,4,-1,42,0,0,0
20160302161696,71,4,20,2,1,2,2,0,0,0,0
20160302161708,85,1,33,-1,0,6,-1,60,0,0,-1
20160302161708,85,1,34,-1,0,7,-1,60,0,0,-1
20160302161717,85,4,33,3,0,3,-1,60,0,0,0
20160302161719,69,2,49,-1,0,4,-1,0,0,0,-1
20160302161719,50,2,49,-1,0,5,-1,0,0,0,-1
20160302161724,76,3,34,-1,0,11,-1,0,0,0,-1
20160302161724,62,4,40,2,0,12,-1,0,0,0,0
20160302161745,85,4,33,2,0,3,-1,60,0,0,0
20160302161787,85,4,34,2,0,2,-1,60,0,0,0
20160302161792,80,4,34,2,0,3,-1,60,0,0,0
20160302161799,76,3,34,-1,0,3,-1,0,0,0,-1
20160302161832,74,4,33,5,0,2,-1,0,0,0,0
20160302161835,79,4,48,3,0,3,-1,42,0,0,0
20160302161842,85,4,33,2,0,2,-1,60,0,0,0
20160302161876,71,4,56,6,0,5,-1,42,0,0,0
20160302161895,75,4,33,12,0,2,-1,0,0,0,0
20160302161895,76,4,34,4,0,3,-1,0,0,0,0
20160302161898,80,4,47,8,0,5,-1,60,0,0,0
20160302161898,55,3,33,-1,0,6,-1,0,0,0,-1
20160302161898,59,4,24,2,1,2,2,0,0,0,0
20160302161904,69,2,33,-1,0,4,-1,0,0,0,-1
20160302161905,85,4,33,6,0,3,-1,60,0,0,0
20160302161982,85,4,33,2,0,3,-1,60,0,0,0
20160302161996,85,4,47,3,0,5,-1,60,0,0,0
20160302162015,80,4,56,3,0,3,-1,60,0,0,0
20160302162026,68,4,26,4,1,4,4,0,0,0,0
20160302162029,58,4,33,12,0,2,-1,0,0,0,0
20160302162033,85,4,33,4,0,5,-1,60,0,0,0
20160302162033,85,4,34,7,0,6,-1,60,0,0,0
20160302162036,78,3,37,-1,0,3,-1,0,0,0,-1
20160302162045,68,4,38,25,0,3,-1,0,0,0,0
20160302162045,78,4,49,25,0,4,-1,0,0,0,0
20160302162068,85,3,39,-1,0,3,-1,60,0,0,-1
20160302162068,85,3,40,-1,0,4,-1,60,0,0,-1
20160302162087,85,2,33,-1,0,3,-1,60,0,0,-1
20160302162092,72,4,24,7,1,6,6,0,0,0,0
20160302162094,85,4,47,10,0,6,-1,60,0,0,0
20160302162094,85,2,43,-1,0,7,-1,0,0,0,-1
20160302162094,75,1,43,-1,0,8,-1,0,0,0,-1
20160302162162,75,4,44,2,0,2,-1,0,0,0,0
20160302162162,80,4,44,6,0,3,-1,0,0,0,0
20160302162215,80,4,24,2,1,4,4,0,0,0,0
20160302162228,43,4,24,2,1,3,3,0,0,0,0
20160302162237,85,4,33,6,0,3,-1,60,0,0,0
20160302162237,73,1,20,-1,1,2,2,0,0,0,-1
20160302162255,85,4,33,7,0,3,-1,60,0,0,0
20160302162282,75,4,34,15,0,2,-1,0,0,0,0
20160302162304,76,2,33,-1,0,3,-1,0,0,0,-1
20160302162304,76,4,34,2,0,4,-1,0,0,0,0
20160302162310,80,4,20,5,1,2,2,0,0,0,0
20160302162322,70,4,43,4,0,2,-1,0,0,0,0
20160302162344,85,4,49,2,0,2,-1,60,0,0,0
20160302162366,85,4,33,6,0,3,-1,60,0,0,0
20160302162366,80,4,34,3,0,4,-1,60,0,0,0
20160302162384,85,1,39,-1,0,3,-1,60,0,0,-1
20160302162390,60,4,33,7,0,3,-1,0,0,0,0
20160302162390,80,4,47,5,0,4,-1,60,0,0,0
20160302162414,74,1,38,-1,0,2,-1,0,0,0,-1
20160302162423,85,4,48,2,0,5,-1,60,0,0,0
20160302162423,68,4,49,4,0,6,-1,0,0,0,0
20160302162432,61,4,39,5,0,4,-1,0,0,0,0
20160302162432,73,4,40,5,0,5,-1,0,0,0,0
20160302162434,85,4,43,2,0,3,-1,60,0,0,0
20160302162506,69,4,20,5,1,2,2,0,0,0,0
20160303160613,85,4,34,5,0,3,-1,60,0,0,0
20160303160613,85,4,33,5,0,4,-1,60,0,0,0
20160303160613,85,4,41,5,0,5,-1,60,0,0,0
20160303160882,74,4,33,5,0,4,-1,0,0,0,0
20160303161018,77,1,33,-1,0,5,-1,0,0,0,-1
20160303161018,85,1,40,-1,0,6,-1,60,0,0,-1
20160303161098,85,4,48,10,0,2,-1,60,0,0,0
20160303161098,85,4,47,1,0,3,-1,60,0,0,0
20160303161203,78,4,44,2,0,2,-1,0,0,0,0
20160303161448,85,4,26,2,1,3,3,0,0,0,0
20160303161511,76,1,38,-1,0,2,-1,0,0,0,-1
20160303161720,70,4,33,3,0,6,-1,0,0,0,0
20160303161720,73,4,34,3,0,7,-1,0,0,0,0
20160303161922,85,4,40,3,0,3,-1,60,0,0,0
20160303161922,85,4,39,3,0,4,-1,60,0,0,0
20160303162277,85,4,24,16,1,2,2,0,0,0,0
20160303162452,78,4,26,4,1,5,5,0,0,0,0
20160303162493,80,2,43,-1,0,3,-1,0,0,0,-1
20160312151438,62,4,26,3,1,10,10,0,0,0,0
20160401162231,68,4,26,6,1,5,5,0,0,0,0
20160401162455,76,4,33,10,0,3,-1,0,0,0,0
20160401162455,78,4,34,10,0,4,-1,0,0,0,0
20160402160020,85,4,44,5,0,2,-1,0,0,0,0
20160402160020,85,3,44,-1,0,3,-1,60,0,0,-1
20160402160020,78,1,44,-1,0,4,-1,0,0,0,-1
20160402160585,70,4,33,5,0,2,-1,0,0,0,0
20160402160585,68,4,34,5,0,3,-1,0,0,0,0
20160402160891,63,1,43,-1,0,3,-1,0,0,0,-1
20160402161003,77,4,20,3,1,2,2,0,0,0,0
20160402161179,85,4,33,5,0,3,-1,60,0,0,0
20160402161257,64,4,33,4,0,6,-1,0,0,0,0
20160402161262,80,1,33,-1,0,3,-1,0,0,0,-1
20160402161332,56,4,33,3,0,5,-1,0,0,0,42
20160402161332,62,4,34,3,0,6,-1,0,0,0,42
20160402161365,80,4,26,2,1,5,5,0,0,0,0
20160402161375,65,1,33,-1,0,4,-1,0,0,0,-1
20160402161404,80,2,42,-1,0,3,-1,61,0,0,-1
20160402161514,78,4,44,6,0,4,-1,0,0,0,0
20160402161641,80,4,47,7,0,2,-1,60,0,0,0
20160402161658,74,3,34,-1,0,2,-1,0,0,0,-1
20160402161912,80,4,33,2,0,3,-1,60,0,0,0
20160402161923,85,1,47,-1,0,4,-1,60,0,0,-1
20160402162238,67,1,36,-1,0,5,-1,0,0,0,-1
20160402162352,85,2,47,-1,0,7,-1,60,0,0,-1
20160402162352,77,1,43,-1,0,8,-1,0,0,0,-1
20160402162397,80,3,47,-1,0,4,-1,0,0,0,-1
20160402162452,80,4,43,7,0,2,-1,60,0,0,0
20160402162452,80,4,43,7,0,3,-1,60,0,0,0
20160403160092,85,3,47,-1,0,3,-1,60,0,0,-1
20160403160108,74,1,38,-1,0,2,-1,0,0,0,-1
20160403160137,85,1,56,-1,0,3,-1,60,0,0,-1
20160403160504,74,3,33,-1,0,4,-1,0,0,0,-1
20160403160521,80,4,33,2,0,3,-1,60,0,0,0
20160403160548,80,3,56,-1,0,7,-1,60,0,0,-1
20160403160548,62,2,56,-1,0,8,-1,0,0,0,-1
20160403160548,60,2,56,-1,0,9,-1,0,0,0,-1
20160403160556,79,3,34,-1,0,2,-1,0,0,0,-1
20160403160593,66,4,33,20,0,4,-1,0,0,0,0
20160403160593,80,4,44,4,0,5,-1,60,0,0,0
20160403160593,77,4,44,3,0,6,-1,0,0,0,0
20160403160598,80,4,44,4,0,2,-1,0,0,0,0
20160403160599,80,1,40,-1,0,7,-1,60,0,0,-1
20160403160600,85,1,43,-1,0,3,-1,0,0,0,-1
20160403160601,68,1,42,-1,0,2,-1,0,0,0,-1
20160403160601,66,1,34,-1,0,3,-1,0,0,0,-1
20160403160605,65,4,43,4,0,2,-1,0,0,0,0
20160403160610,28,4,37,12,0,2,-1,0,0,0,0
20160403160624,85,4,33,3,0,2,-1,60,0,0,0
20160403160630,75,4,43,3,0,2,-1,0,0,0,0
20160403160633,85,4,47,2,0,3,-1,60,0,0,0
20160403160654,80,4,33,5,0,3,-1,60,0,0,0
20160403160654,67,4,35,3,0,4,-1,0,0,0,0
20160403160749,85,3,43,-1,0,2,-1,60,0,0,-1
20160403160762,75,1,38,-1,0,2,-1,0,0,0,-1
20160403160774,80,4,40,10,0,4,-1,60,0,0,0
20160403160782,67,4,20,4,1,2,2,0,0,0,0
20160403160785,85,4,33,4,0,2,-1,60,0,0,0
20160403160788,79,4,44,3,0,3,-1,0,0,0,0
20160403160788,50,4,44,3,0,4,-1,0,0,0,0
20160403160790,80,4,20,14,1,2,2,0,0,0,0
20160403160799,85,4,26,2,1,2,2,0,0,0,0
20160403160805,67,1,43,-1,0,4,-1,0,0,0,-1
20160403160828,80,4,44,5,0,3,-1,0,0,0,0
20160403160840,85,4,48,6,0,2,-1,60,0,0,0
20160403160874,70,4,44,15,0,2,-1,0,0,0,0
20160403160874,59,4,49,5,0,3,-1,0,0,0,0
20160403160887,80,4,38,10,0,2,-1,60,0,0,0
20160403160893,61,1,39,-1,0,7,-1,0,0,0,-1
20160403160906,75,4,33,2,0,2,-1,0,0,0,0
20160403160919,65,1,44,-1,0,5,-1,0,0,0,-1
20160403160919,55,4,41,10,0,6,-1,0,0,0,0
20160403160919,75,4,47,10,0,7,-1,0,0,0,0
20160403160935,85,4,24,3,1,3,3,0,0,0,0
20160403160954,85,4,24,5,1,5,5,0,0,0,0
20160403160971,62,1,44,-1,0,2,-1,0,0,0,-1
20160403160980,71,3,33,-1,0,6,-1,0,0,0,-1
20160403161027,85,3,34,-1,0,3,-1,0,0,0,-1
20160403161028,79,4,33,4,0,4,-1,0,0,0,0
20160403161028,85,4,34,4,0,5,-1,60,0,0,0
20160403161032,85,4,26,3,1,3,3,0,0,0,0
20160403161051,65,1,24,-1,1,2,2,0,0,0,-1
20160403161051,64,1,24,-1,1,3,3,0,0,0,-1
20160403161052,80,4,33,7,0,2,-1,60,0,0,0
20160403161059,85,4,47,7,0,3,-1,60,0,0,0
20160403161059,85,4,49,2,0,4,-1,60,0,0,0
20160403161059,85,3,43,-1,0,5,-1,60,0,0,-1
20160403161109,68,4,33,2,0,4,-1,0,0,0,0
20160403161115,71,2,39,-1,0,4,-1,0,0,0,-1
20160403161118,80,1,34,-1,0,3,-1,60,0,0,-1
20160403161123,76,4,39,3,0,3,-1,0,0,0,0
20160403161150,66,1,33,-1,0,2,-1,0,0,0,-1
20160403161190,65,1,43,-1,0,2,-1,0,0,0,-1
20160403161219,69,4,43,2,0,5,-1,0,0,0,0
20160403161222,78,1,33,-1,0,5,-1,42,0,0,-1
20160403161249,75,4,40,5,0,3,-1,0,0,0,0
20160403161261,67,2,39,-1,0,6,-1,0,0,0,-1
20160403161261,70,2,40,-1,0,7,-1,0,0,0,-1
20160403161277,65,2,39,-1,0,5,-1,0,0,0,-1
20160403161289,85,4,47,15,0,6,-1,60,0,0,0
20160403161300,85,1,44,-1,0,3,-1,0,0,0,-1
20160403161301,66,4,33,2,0,3,-1,0,0,0,0
20160403161301,72,3,40,-1,0,4,-1,0,0,0,-1
20160403161315,64,4,33,2,0,3,-1,0,0,0,0
20160403161315,65,4,34,3,0,4,-1,0,0,0,0
20160403161322,80,4,39,4,0,2,-1,60,0,0,0
20160403161331,68,4,25,5,1,2,2,0,0,0,0
20160403161364,85,4,44,7,0,4,-1,0,0,0,0
20160403161366,80,4,33,2,0,3,-1,60,0,0,0
20160403161366,80,4,39,3,0,4,-1,60,0,0,0
20160403161366,67,4,20,5,1,2,2,0,0,0,0
20160403161376,85,4,41,9,0,2,-1,60,0,0,0
20160403161377,73,4,47,2,0,7,-1,0,0,0,0
20160403161382,85,4,33,5,0,4,-1,60,0,0,0
20160403161391,61,4,43,3,0,5,-1,0,0,0,0
20160403161391,65,4,43,3,0,6,-1,0,0,0,0
20160403161401,68,4,43,4,0,3,-1,0,0,0,0
20160403161401,73,4,43,4,0,4,-1,0,0,0,0
20160403161401,85,4,43,2,0,5,-1,60,0,0,0
20160403161401,70,3,43,-1,0,6,-1,0,0,0,-1
20160403161402,85,4,33,5,0,5,-1,60,0,0,0
20160403161402,85,4,34,5,0,6,-1,60,0,0,0
20160403161410,71,2,47,-1,0,3,-1,0,0,0,-1
20160403161419,80,2,43,-1,0,2,-1,60,0,0,-1
20160403161435,85,3,33,-1,0,3,-1,60,0,0,-1
20160403161442,78,4,43,2,0,6,-1,0,0,0,0
20160403161461,64,1,43,-1,0,3,-1,0,0,0,-1
20160403161461,67,4,20,4,1,2,2,0,0,0,0
20160403161462,75,3,44,-1,0,2,-1,0,0,0,-1
20160403161464,78,4,43,25,0,3,-1,0,0,0,0
20160403161464,70,4,43,10,0,4,-1,0,0,0,0
20160403161477,85,1,38,-1,0,4,-1,0,0,0,-1
20160403161480,80,4,33,3,0,2,-1,60,0,0,0
20160403161492,73,4,34,20,0,3,-1,0,0,0,0
20160403161492,75,4,33,20,0,4,-1,0,0,0,0
20160403161522,85,3,43,-1,0,3,-1,60,0,0,-1
20160403161531,85,4,47,4,0,6,-1,60,0,0,0
20160403161534,76,1,47,-1,0,2,-1,0,0,0,-1
20160403161534,80,4,48,6,0,3,-1,60,0,0,0
20160403161538,67,4,36,2,0,5,-1,0,0,0,0
20160403161583,64,1,33,-1,0,4,-1,0,0,0,-1
20160403161617,76,2,33,-1,0,2,-1,0,0,0,-1
20160403161641,80,4,47,6,0,4,-1,60,0,0,0
20160403161641,80,4,48,6,0,5,-1,60,0,0,0
20160403161667,85,1,44,-1,0,3,-1,60,0,0,-1
20160403161675,63,4,44,5,0,2,-1,0,0,0,0
20160403161704,85,4,47,12,0,5,-1,60,0,0,0
20160403161705,70,4,39,2,0,2,-1,0,0,0,0
20160403161705,75,4,40,2,0,3,-1,0,0,0,0
20160403161722,79,3,33,-1,0,5,-1,0,0,0,-1
20160403161722,85,4,34,4,0,6,-1,60,0,0,0
20160403161725,80,4,24,2,1,2,2,0,0,0,0
20160403161739,78,1,33,-1,0,3,-1,43,43,0,-1
20160403161739,69,2,47,-1,0,4,-1,43,43,43,-1
20160403161779,78,4,33,12,0,3,-1,0,0,0,0
20160403161802,75,1,42,-1,0,2,-1,0,0,0,-1
20160403161809,62,4,43,6,0,3,-1,0,0,0,0
20160403161809,61,2,44,-1,0,4,-1,0,0,0,-1
20160403161809,85,4,24,5,1,2,2,0,0,0,0
20160403161817,76,4,43,7,0,7,-1,0,0,0,0
20160403161817,85,1,44,-1,0,8,-1,60,0,0,-1
20160403161817,85,4,33,20,0,9,-1,60,0,0,0
20160403161817,85,4,34,3,0,10,-1,42,42,42,42
20160403161817,74,1,38,-1,0,11,-1,42,42,42,-1
20160403161819,60,3,43,-1,0,2,-1,42,0,0,-1
20160403161834,80,4,43,2,0,4,-1,60,0,0,0
20160403161854,74,1,33,-1,0,5,-1,0,0,0,-1
20160403161854,78,3,42,-1,0,6,-1,0,0,0,-1
20160403161867,85,4,33,15,0,4,-1,60,0,0,0
20160403161867,85,4,34,15,0,5,-1,60,0,0,0
20160403161871,64,4,24,5,1,4,4,0,0,0,0
20160403161881,85,4,24,10,1,2,2,0,0,0,0
20160403161887,85,4,56,8,0,5,-1,0,0,0,0
20160403161892,80,1,47,-1,0,5,-1,60,0,0,-1
20160403161896,65,1,44,-1,0,4,-1,0,0,0,-1
20160403161910,77,4,47,2,0,2,-1,0,0,0,0
20160403161917,77,4,34,4,0,4,-1,0,0,0,0
20160403161942,73,1,20,-1,1,2,2,0,0,0,-1
20160403161945,85,4,33,10,0,2,-1,60,0,0,0
20160403161961,80,4,39,9,0,5,-1,60,0,0,0
20160403161976,80,4,33,3,0,5,-1,60,0,0,0
20160403161976,78,4,39,3,0,6,-1,0,0,0,0
20160403161976,69,4,56,5,0,7,-1,0,0,0,0
20160403161976,80,1,56,-1,0,8,-1,60,0,0,-1
20160403161977,70,2,43,-1,0,7,-1,0,0,0,-1
20160403161977,80,1,56,-1,0,8,-1,0,0,0,-1
20160403161988,85,4,41,3,0,3,-1,60,0,0,0
20160403161999,85,4,47,10,0,4,-1,60,0,0,0
20160403161999,85,4,48,10,0,5,-1,60,0,0,0
20160403162037,80,2,20,-1,1,2,2,0,0,0,-1
20160403162040,85,4,39,15,0,4,-1,60,0,0,0
20160403162054,80,1,49,-1,0,4,-1,60,0,0,-1
20160403162059,80,4,33,17,0,2,-1,60,0,0,0
20160403162065,58,4,26,1,1,4,4,0,0,0,0
20160403162088,74,1,41,-1,0,4,-1,0,0,0,-1
20160403162088,78,1,42,-1,0,5,-1,0,0,0,-1
20160403162127,74,4,20,1,1,2,2,0,0,0,0
20160403162161,73,1,33,-1,0,3,-1,0,0,0,-1
20160403162220,85,4,24,5,1,6,6,0,0,0,0
20160403162233,68,1,26,-1,1,4,4,0,0,0,-1
20160403162253,74,4,44,4,0,5,-1,0,0,0,0
20160403162275,85,4,39,10,0,3,-1,60,0,0,0
20160403162356,76,1,43,-1,0,3,-1,0,0,0,-1
20160403162356,55,4,43,3,0,4,-1,0,0,0,0
20160403162367,85,4,33,7,0,3,-1,60,0,0,0
20160403162367,85,4,34,7,0,4,-1,60,0,0,0
20160403162369,85,4,34,12,0,3,-1,60,0,0,0
20160403162384,85,4,34,2,0,2,-1,60,0,0,0
20160403162386,80,4,26,2,1,2,2,0,0,0,0
20160403162394,80,3,43,-1,0,2,-1,0,0,0,-1
20160403162400,85,1,33,-1,0,3,-1,60,0,0,-1
20160403162400,85,1,43,-1,0,4,-1,60,0,0,-1
20160403162400,57,1,25,-1,1,2,2,0,0,0,-1
20160403162401,75,4,44,3,0,4,-1,0,0,0,0
20160403162401,65,1,44,-1,0,5,-1,0,0,0,-1
20160403162415,80,4,44,4,0,2,-1,60,0,0,0
20160403162425,70,3,24,-1,1,2,2,0,0,0,-1
20160403162446,80,3,33,-1,0,5,-1,60,0,0,-1
20160403162463,85,4,49,18,0,3,-1,0,0,0,0
20160403162463,85,4,39,2,0,4,-1,60,0,0,0
20160403162475,50,4,24,3,1,3,3,0,0,0,0
20160403162484,78,2,43,-1,0,5,-1,0,0,0,-1
20160403162518,85,4,43,3,0,2,-1,60,42,0,42
20160403162518,85,2,43,-1,0,3,-1,60,0,0,-1
20160403162518,85,3,43,-1,0,4,-1,60,0,0,-1
20160403162534,85,4,33,6,0,4,-1,60,0,0,0
20160404160009,76,4,33,3,0,4,-1,0,0,0,42
