TUCASEID,TR1INTST,TR2INTST,TRFNLOUT,TRINCEN2,TUAVGDUR,TUA_ID,TUCPSDP,TUC_ID,TUDQUAL2,TUINCENT,TUINTDQUAL,TUINTID,TUINTRODATE,TUINTROPANMONTH,TUINTROPANYEAR,TULNGSKL,TUTOTACTNO,TUV_ID
20180101180660,1,1,001.001,0,72,-1,1,CY10,-1,0,2,QQ80,26,01,2018,0,20,CY11
20180101180666,1,1,001.001,0,120,KP94,2,CY11,-1,0,2,ZS92,22,01,2018,0,12,CN88
20180101180685,1,1,001.001,0,84.7,-1,1,CU96,-1,0,2,WW96,22,01,2018,0,17,CN88
20180101180691,1,1,001.001,0,51.4,-1,1,CY11,-1,0,2,CV97,28,01,2018,0,28,CU96
20180101180700,1,1,001.001,0,72,-1,2,CY11,-1,0,2,ZN94,27,01,2018,1,20,CU96
20180101180708,1,1,001.001,0,65.5,-1,1,CY11,-1,0,2,QQ94,26,01,2018,0,22,CU96
20180101180710,1,1,001.001,0,57.6,-1,2,CU96,-1,0,2,VV82,22,01,2018,0,25,CN88
20180101180723,1,1,001.001,0,240,-1,1,-1,-1,0,2,ZN94,29,01,2018,1,6,-1
20180101180726,1,1,001.001,0,110.8,-1,1,CU96,-1,0,2,CV97,23,01,2018,0,13,CN88
20180101180730,1,1,001.001,0,57.6,-1,1,CU96,-1,0,2,QQ79,28,01,2018,0,25,CN88
20180101180735,1,1,001.001,0,130.9,-1,1,CU96,-1,0,2,QQ82,29,01,2018,0,11,CN88
20180101180744,1,1,001.001,0,120,KP94,1,CU96,-1,0,2,LL97,28,01,2018,0,12,CN88
20180101180750,1,1,001.001,0,130.9,-1,1,CU96,-1,0,2,QQ86,29,01,2018,0,11,CN88
20180101180752,1,1,001.001,0,102.9,-1,1,CU96,-1,0,2,WW96,26,01,2018,0,14,CN88
20180101180759,1,1,001.001,0,90,-1,1,CU96,-1,0,2,QQ80,28,01,2018,0,16,CN88
20180101180788,1,1,001.001,0,65.5,-1,1,CU96,-1,0,2,CV97,01,02,2018,0,22,CN88
20180101180790,1,1,001.001,0,45,-1,2,CU96,-1,0,2,VV64,22,01,2018,0,32,CU56
20180101180792,2,3,231.001,0,90,-1,1,CU96,-1,0,2,QQ94,28,01,2018,0,16,CM99
20180101180797,1,1,001.001,0,72,-1,1,CU96,-1,0,2,QQ82,25,01,2018,0,20,CM99
20180101180806,1,1,001.001,0,84.7,KP94,2,CU96,-1,0,2,QQ67,28,01,2018,0,17,CM99
20180101180817,1,1,001.001,0,24,HX35,1,CU96,-1,0,2,QQ80,26,01,2018,0,60,CN74
20180101180830,1,1,001.001,0,62.6,-1,2,CM99,-1,0,2,ZS92,24,01,2018,0,23,CK83
20180101180835,3,6,021.003,0,-1,-1,1,-1,-1,0,-1,CM58,25,01,2018,0,-1,-1
20180101180856,3,6,021.003,0,-1,-1,2,-1,-1,0,-1,QQ82,22,01,2018,1,-1,-1
20180101180857,1,1,001.001,0,84.7,-1,1,CM99,-1,0,2,ZS92,23,01,2018,0,17,CU56
20180101180869,1,1,001.001,0,120,-1,1,CM99,-1,0,2,QQ86,27,01,2018,0,12,CU56
20180101180872,1,1,001.001,0,160,-1,1,-1,-1,0,2,CV97,31,01,2018,0,9,-1
20180101180886,1,1,001.001,0,72,-1,1,CM99,-1,0,2,LL97,24,01,2018,0,20,CU56
20180101180892,1,1,001.001,0,96,-1,1,CM99,-1,0,2,ZS92,29,01,2018,0,15,CK83
20180101180897,1,1,001.001,0,84.7,-1,2,CM99,-1,0,2,LL95,25,01,2018,0,17,CU56
20180101180898,1,1,001.001,0,62.6,KP94,1,CM99,-1,0,2,QQ82,01,02,2018,1,23,CK83
20180101180912,1,1,001.001,0,90,-1,2,CM99,-1,0,2,WW96,25,01,2018,0,16,CU56
20180101180916,1,1,001.001,0,110.8,-1,1,CM99,-1,0,2,QQ94,28,01,2018,0,13,CK83
20180101180919,1,1,001.001,0,57.6,-1,1,CM99,-1,0,2,ZS92,30,01,2018,0,25,CK83
20180101180956,1,1,001.001,0,55.4,-1,2,CM99,-1,0,2,II92,22,01,2018,0,26,CU56
20180101180967,1,1,001.001,0,102.9,KP94,1,CM99,-1,0,2,QQ82,31,01,2018,0,14,CK83
20180101180972,1,1,001.001,0,84.7,-1,2,CM99,-1,0,2,II98,22,01,2018,1,17,CK83
20180101180977,1,1,001.001,0,96,-1,1,CM99,-1,0,2,II98,30,01,2018,1,15,CK83
20180101180978,3,6,021.003,0,-1,-1,2,-1,-1,0,-1,KP77,28,01,2018,0,-1,-1
20180101180999,1,1,001.001,0,102.9,-1,2,CM99,-1,0,2,QQ90,29,01,2018,0,14,CK83
20180101181029,1,1,001.001,0,30,KP94,1,CM99,-1,0,2,QQ94,26,01,2018,0,48,CU56
20180101181032,1,1,001.001,0,160,-1,1,CM99,-1,0,2,ZS92,23,01,2018,0,9,CK83
20180101181033,3,6,021.003,0,-1,-1,2,-1,-1,0,-1,CM58,27,01,2018,0,-1,-1
20180101181047,1,1,001.001,0,34.3,KP94,1,CM99,-1,0,2,QQ82,25,01,2018,0,42,CK83
20180101181055,1,1,001.001,0,75.8,KP94,1,CM99,-1,0,2,WW94,22,01,2018,0,19,CN90
20180101181060,1,1,001.001,0,102.9,-1,1,CM99,-1,0,2,QQ94,25,01,2018,0,14,CN90
20180101181081,1,1,001.001,0,60,KP94,2,CM99,-1,0,2,WW94,28,01,2018,0,24,CN90
20180101181092,1,1,001.001,0,90,-1,1,CM99,-1,0,2,CV97,29,01,2018,0,16,CU93
20180101181121,1,1,001.001,0,120,-1,1,CM99,-1,0,2,QQ90,29,01,2018,0,12,CU93
20180101181125,1,1,001.001,0,110.8,-1,1,CM99,-1,0,2,QQ82,31,01,2018,0,13,CU93
20180101181130,1,1,001.001,0,96,-1,1,CM99,-1,0,2,QQ82,01,02,2018,0,15,CU93
20180101181135,3,6,021.003,0,-1,-1,1,-1,-1,0,-1,QQ80,26,01,2018,0,-1,-1
20180101181156,1,1,001.001,0,205.7,-1,2,CM99,-1,0,2,CV97,25,01,2018,0,7,CU93
20180101181166,1,1,001.001,0,120,-1,1,CM99,-1,0,2,QQ82,29,01,2018,0,12,CU93
20180101181180,1,1,001.001,0,48,KP94,2,CM99,-1,0,2,QQ79,23,01,2018,0,30,CY20
20180101181184,1,1,001.001,0,65.5,KP94,1,CM99,-1,0,2,CV97,30,01,2018,0,22,CY20
20180101181193,1,1,001.001,0,72,KP94,1,CY20,-1,0,2,QQ85,28,01,2018,0,20,CY19
20180101181198,1,1,001.001,0,65.5,KP94,1,CY20,-1,0,2,QQ94,25,01,2018,0,22,CN79
20180101181203,1,1,001.001,0,144,-1,1,CY20,-1,0,2,ZS92,28,01,2018,0,10,CY19
20180101181208,1,1,001.001,0,110.8,-1,1,CY20,-1,0,2,CV97,24,01,2018,0,13,CY19
20180101181223,1,1,001.001,0,80,KP94,2,CY20,-1,0,2,QQ71,22,01,2018,0,18,CY19
20180101181224,1,1,001.001,0,102.9,KP94,1,CY20,-1,0,2,ZS92,26,01,2018,0,14,CY19
20180101181225,2,3,231.001,0,160,-1,1,CY19,-1,0,2,II98,24,01,2018,0,9,CN79
20180101181226,1,1,001.001,0,49.7,-1,1,CY19,-1,0,2,QQ67,22,01,2018,0,29,CN79
20180101181235,2,3,231.001,0,96,-1,1,CY19,-1,0,2,II98,22,01,2018,1,15,CJ98
20180101181236,1,1,001.001,0,60,KP94,2,CY19,-1,0,2,QQ71,31,01,2018,0,24,CJ98
20180101181240,1,1,001.001,0,96,-1,1,CY19,-1,0,2,WW96,22,01,2018,0,15,CJ98
20180101181251,1,1,001.001,0,110.8,-1,1,CY19,-1,0,2,CV97,29,01,2018,0,13,CJ98
20180101181260,1,1,001.001,0,42.4,KP94,1,CY19,-1,0,2,LL95,26,01,2018,0,34,CN79
20180101181275,2,3,231.001,0,62.6,-1,1,CY19,-1,0,2,VV64,28,01,2018,0,23,CJ98
20180101181279,1,1,001.001,0,80,-1,2,CY19,-1,0,2,QQ80,26,01,2018,0,18,CJ98
20180101181284,2,3,231.001,0,130.9,-1,1,CY19,-1,0,2,VV64,27,01,2018,0,11,CJ98
20180101181306,1,1,001.001,0,102.9,-1,2,CY19,-1,0,2,VV82,25,01,2018,0,14,CJ98
20180101181314,1,1,001.001,0,144,-1,2,CY19,-1,0,2,ZN94,24,01,2018,0,10,CJ98
20180101181326,1,1,001.001,0,102.9,-1,2,CY19,-1,0,2,QQ71,22,01,2018,0,14,CJ98
20180101181336,1,1,001.001,0,96,KP94,1,CY19,-1,0,2,QQ86,27,01,2018,0,15,CV85
20180101181342,1,1,001.001,0,102.9,KP94,1,CY19,-1,0,2,LL97,23,01,2018,0,14,CJ98
20180101181365,1,1,001.001,0,51.4,-1,1,CY19,-1,0,2,QQ71,23,01,2018,0,28,CJ98
20180101181371,1,1,001.001,0,144,-1,2,CY19,-1,0,2,VV64,22,01,2018,0,10,CY11
20180101181392,1,1,001.001,0,68.6,KP94,1,CY19,-1,0,2,ZS92,27,01,2018,0,21,CY11
20180101181394,1,1,001.001,0,288,-1,1,CY19,-1,0,2,QQ83,22,01,2018,0,5,CJ98
20180101181410,2,3,231.001,0,60,-1,1,CY19,-1,0,2,CV97,28,01,2018,0,24,CY11
20180101181414,1,1,001.001,0,120,-1,2,CY19,-1,0,2,CM58,22,01,2018,0,12,CJ98
20180101181421,1,1,001.001,0,102.9,-1,1,CY19,-1,0,2,ZN94,27,01,2018,0,14,CY11
20180101181443,1,1,001.001,0,72,-1,2,CY19,-1,0,2,LL97,25,01,2018,0,20,CY11
20180101181449,1,1,001.001,0,68.6,KP94,1,CY11,-1,0,2,QQ94,22,01,2018,0,21,CJ98
20180101181460,1,1,001.001,0,96,-1,1,CY11,-1,0,2,QQ94,25,01,2018,0,15,CJ92
20180101181465,1,1,001.001,0,160,-1,1,CY19,-1,0,2,II98,30,01,2018,0,9,CJ98
20180101181474,1,1,001.001,0,90,-1,1,CY11,-1,0,2,QQ82,22,01,2018,0,16,CJ92
20180101181493,1,1,001.001,0,36,KP94,1,CY11,-1,0,2,QQ94,26,01,2018,0,40,CJ92
20180101181495,1,1,001.001,0,80,-1,1,CY11,-1,0,2,QQ67,22,01,2018,0,18,CJ92
20180101181502,1,1,001.001,0,90,-1,1,CY11,-1,0,2,ZN94,22,01,2018,0,16,CJ92
20180101181505,1,1,001.001,0,45,KP94,1,CY11,-1,0,2,ZS92,24,01,2018,0,32,CJ92
20180101181511,1,1,001.001,0,144,KP94,1,CK83,-1,0,2,VV64,27,01,2018,0,10,CJ98
20180101181513,1,1,001.001,0,41.1,KP94,1,CK83,-1,0,2,VV64,27,01,2018,0,35,CJ98
20180101181517,1,1,001.001,0,75.8,KP94,1,CV85,-1,0,2,QQ67,01,02,2018,0,19,CK83
20180101181526,3,6,021.003,0,-1,-1,2,-1,-1,0,-1,KP77,24,01,2018,0,-1,-1
20180101181536,1,1,001.001,0,102.9,-1,1,CV85,-1,0,2,LL97,29,01,2018,0,14,CN98
20180101181543,1,1,001.001,0,68.6,KP94,1,CV85,-1,0,2,QQ94,01,02,2018,0,21,CK83
20180101181549,1,1,001.001,0,120,-1,1,CV85,-1,0,2,QQ83,24,01,2018,0,12,CK83
20180101181551,1,1,001.001,0,80,-1,1,CN98,-1,0,2,VV64,28,01,2018,0,18,CK83
20180101181556,3,6,021.003,0,-1,-1,2,-1,-1,0,-1,LL97,22,01,2018,0,-1,-1
20180101181557,1,1,001.001,0,75.8,-1,2,CV85,-1,0,2,ZN94,24,01,2018,1,19,CN98
20180101181564,1,1,001.001,0,75.8,KP94,2,CV85,-1,0,2,CM99,25,01,2018,0,19,CN98
20180101181567,1,1,001.001,0,96,-1,1,CV85,-1,0,2,ZS92,26,01,2018,0,15,CK83
20180101181574,2,3,230.001,0,720,-1,1,CN98,-1,0,2,VV64,22,01,2018,0,2,CK83
20180101181593,1,1,001.001,0,46.5,KP94,1,CV85,-1,0,2,QQ82,25,01,2018,0,31,CN98
20180101181602,1,1,001.001,0,40,KP94,1,CV85,-1,0,2,QQ96,27,01,2018,0,36,CK83
20180101181620,3,6,021.003,0,-1,-1,1,-1,-1,0,-1,LL97,31,01,2018,0,-1,-1
20180101181632,3,6,021.003,0,-1,-1,1,-1,-1,0,-1,QQ94,25,01,2018,0,-1,-1
20180101181633,3,6,021.003,0,-1,-1,1,-1,-1,0,-1,CV97,23,01,2018,1,-1,-1
20180101181640,1,1,001.001,0,96,-1,1,CV85,-1,0,2,II98,25,01,2018,0,15,CJ98
20180101181641,1,1,001.001,0,65.5,KP94,1,CJ98,-1,0,2,ZS92,31,01,2018,0,22,CN98
20180101181648,1,1,001.001,0,110.8,-1,1,CK83,-1,0,2,QQ71,22,01,2018,0,13,CN98
20180101181655,1,1,001.001,0,75.8,KP94,1,CK83,-1,0,2,QQ67,23,01,2018,0,19,CN98
20180101181662,3,6,021.003,0,-1,-1,1,-1,-1,0,-1,QQ94,26,01,2018,0,-1,-1
20180101181678,1,1,001.001,0,75.8,KP94,1,CK83,-1,0,2,QQ79,24,01,2018,0,19,CY20
20180101181683,1,1,001.001,0,72,-1,1,CN87,-1,0,2,QQ82,24,01,2018,0,20,CU56
20180101181687,1,1,001.001,0,96,-1,1,CY20,-1,0,2,QQ80,28,01,2018,0,15,CN85
20180101181691,1,1,001.001,0,75.8,KP94,2,CN98,-1,0,2,QQ82,22,01,2018,0,19,CY20
20180101181703,1,1,001.001,0,90,KP94,1,CN98,-1,0,2,QQ83,24,01,2018,0,16,CN88
20180101181710,1,1,001.001,0,68.6,KP94,1,CN98,-1,0,2,CV97,28,01,2018,0,21,CN90
20180101181732,1,1,001.001,0,68.6,-1,1,CN98,-1,0,2,LL97,29,01,2018,0,21,CN88
20180101181735,1,1,001.001,0,90,-1,1,CN98,-1,0,2,WW96,29,01,2018,0,16,CN85
20180101181738,1,1,001.001,0,160,-1,2,CN98,-1,0,2,II98,25,01,2018,1,9,CN88
20180101181768,1,1,001.001,0,46.5,KP94,1,CN98,-1,0,2,QQ82,28,01,2018,1,31,CY11
20180101181771,1,1,001.001,0,240,-1,1,CN85,-1,0,2,QQ82,29,01,2018,0,6,CY15
20180101181790,1,1,001.001,0,240,-1,1,-1,-1,0,2,QQ96,25,01,2018,0,6,-1
20180101181792,1,1,001.001,0,96,-1,2,CN88,-1,0,2,QQ67,22,01,2018,0,15,CN85
20180101181804,2,3,231.001,0,130.9,-1,1,CN88,-1,0,2,QQ83,22,01,2018,0,11,CN85
20180101181809,1,1,001.001,0,96,-1,1,CN85,-1,0,2,CV97,31,01,2018,0,15,CN88
20180101181816,1,1,001.001,0,62.6,KP94,1,CY15,-1,0,2,WW96,28,01,2018,0,23,CN85
20180101181819,3,6,020.015,0,-1,-1,2,-1,-1,0,-1,ZS92,28,01,2018,0,-1,-1
20180101181835,1,1,001.001,0,62.6,-1,1,CN88,-1,0,2,LL95,28,01,2018,0,23,CY15
20180101181844,1,1,001.001,0,65.5,KP94,1,CN85,-1,0,2,CV97,22,01,2018,0,22,CY15
20180101181859,1,1,001.001,0,80,KP94,1,CN88,-1,0,2,QQ67,29,01,2018,0,18,CU93
20180101181866,1,1,001.001,0,144,-1,1,CY15,-1,0,2,VV89,28,01,2018,0,10,CN88
20180101181870,1,1,001.001,0,110.8,KP94,2,CY15,-1,0,2,VV82,25,01,2018,0,13,CN88
20180101181872,1,1,001.001,0,240,-1,1,CN88,-1,0,2,WW94,28,01,2018,0,6,CU93
20180101181888,1,1,001.001,0,75.8,-1,1,CU93,-1,0,2,QQ80,28,01,2018,0,19,CY15
20180101181899,1,1,001.001,0,75.8,KP94,1,CU93,-1,0,2,QQ94,01,02,2018,0,19,CN88
20180101181929,1,1,001.001,0,96,KP94,1,CN88,-1,0,2,CV97,31,01,2018,0,15,CN90
20180101181930,1,1,001.001,0,60,KP94,1,CY15,-1,0,2,QQ80,29,01,2018,0,24,CY10
20180101181935,1,1,001.001,0,80,-1,2,CN88,-1,0,2,II98,23,01,2018,0,18,CY15
20180101181937,1,1,001.001,0,80,KP94,2,CU93,-1,0,2,WW96,23,01,2018,0,18,CY10
20180101181951,2,3,230.001,0,360,-1,2,CY10,-1,0,2,QQ67,01,02,2018,0,4,CN82
20180101181968,1,1,001.001,0,160,KP94,2,CY10,-1,0,2,II98,24,01,2018,0,9,CN79
20180101181976,1,1,001.001,0,144,-1,1,CY10,-1,0,2,VV64,29,01,2018,0,10,CN79
20180101181994,1,1,001.001,0,90,-1,1,CY10,-1,0,2,CV97,29,01,2018,0,16,CU93
20180101181995,1,1,001.001,0,48,KP94,1,CY10,-1,0,2,LL95,31,01,2018,0,30,CN79
20180101182000,1,1,001.001,0,48,KP94,1,CY10,-1,0,2,LL97,24,01,2018,0,30,CU93
20180101182007,1,1,001.001,0,80,KP94,1,CY10,-1,0,2,QQ94,29,01,2018,0,18,CU93
20180101182009,1,1,001.001,0,68.6,-1,1,CY10,-1,0,2,QQ82,01,02,2018,0,21,CU93
20180101182010,1,1,001.001,0,240,-1,1,CY10,-1,0,2,QQ94,29,01,2018,0,6,CN87
20180101182015,1,1,001.001,0,65.5,KP94,1,CU93,-1,0,2,QQ82,25,01,2018,0,22,CF27
20180101182020,1,1,001.001,0,102.9,-1,1,CU93,-1,0,2,QQ71,29,01,2018,0,14,CF27
20180101182079,1,1,001.001,0,62.6,-1,1,CU93,-1,0,2,CV97,29,01,2018,0,23,CF27
20180101182091,1,1,001.001,0,68.6,KP94,1,CU93,-1,0,2,QQ82,30,01,2018,0,21,CF27
20180101182098,3,6,021.003,0,-1,-1,2,-1,-1,0,-1,QQ82,28,01,2018,0,-1,-1
20180101182102,1,1,001.001,0,38.9,KP94,1,CU93,-1,0,2,QQ82,01,02,2018,0,37,CF27
20180101182105,1,1,001.001,0,68.6,KP94,2,CF27,-1,0,2,QQ82,29,01,2018,0,21,CU93
20180101182113,2,3,230.001,0,480,-1,1,-1,-1,0,2,QQ94,29,01,2018,0,3,-1
20180101182140,1,1,001.001,0,102.9,KP94,1,CF27,-1,0,2,ZS92,26,01,2018,0,14,CN79
20180101182165,1,1,001.001,0,80,-1,1,CF27,-1,0,2,CV97,23,01,2018,0,18,CU96
20180101182168,1,1,001.001,0,60,-1,2,CF27,-1,0,2,QQ82,28,01,2018,0,24,CN79
20180101182177,1,1,001.001,0,45,KP94,2,CF27,-1,0,2,QQ82,29,01,2018,0,32,CN79
20180101182183,1,1,001.001,0,84.7,-1,1,CF27,-1,0,2,ZS92,31,01,2018,0,17,CN86
20180101182185,1,1,001.001,0,72,-1,1,CF27,-1,0,2,VV64,28,01,2018,0,20,CJ98
20180101182192,1,1,001.001,0,96,-1,1,CJ98,-1,0,2,II98,31,01,2018,0,15,CN86
20180101182198,1,1,001.001,0,130.9,-1,2,CJ98,-1,0,2,WW96,23,01,2018,0,11,CN86
20180101182203,2,5,021.002,0,-1,-1,2,-1,-1,0,-1,KP77,24,01,2018,0,-1,-1
20180101182233,2,3,231.001,0,48,KP94,1,CJ98,-1,0,2,II98,24,01,2018,0,30,CN79
20180101182240,1,1,001.001,0,60,-1,2,CN86,-1,0,2,QQ86,24,01,2018,0,24,CJ98
20180101182255,1,1,001.001,0,102.9,-1,2,CN86,-1,0,2,QQ86,22,01,2018,0,14,CN74
20180101182261,2,3,231.001,0,205.7,-1,2,CN86,-1,0,2,WW96,26,01,2018,0,7,CN74
20180101182262,1,1,001.001,0,60,KP94,2,CN86,-1,0,2,QQ67,25,01,2018,0,24,CN74
20180101182293,1,1,001.001,0,62.6,-1,1,CN86,-1,0,2,QQ86,29,01,2018,0,23,CY19
20180101182296,3,6,021.003,0,-1,-1,1,-1,-1,0,-1,QQ79,27,01,2018,0,-1,-1
20180101182313,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,CI86,26,01,2018,0,-1,-1
20180101182320,1,1,001.001,0,51.4,KP94,1,CN86,-1,0,2,QQ85,29,01,2018,0,28,CY19
20180101182325,1,1,001.001,0,90,KP94,1,CY19,-1,0,2,QQ82,31,01,2018,0,16,CJ95
20180101182327,1,1,001.001,0,205.7,-1,1,CN86,-1,0,2,QQ94,23,01,2018,0,7,CJ98
20180101182331,1,1,001.001,0,80,-1,1,CN86,-1,0,2,QQ80,26,01,2018,0,18,CY19
20180101182341,1,1,001.001,0,102.9,KP94,1,CN86,-1,0,2,QQ94,28,01,2018,0,14,CJ98
20180101182355,1,1,001.001,0,84.7,-1,2,CY19,-1,0,2,QQ82,30,01,2018,0,17,CJ98
20180101182387,1,1,001.001,0,144,-1,1,CN86,-1,0,2,WW96,28,01,2018,0,10,CY19
20180101182392,1,1,001.001,0,110.8,-1,1,CN86,-1,0,2,VV89,29,01,2018,0,13,CY19
20180101182409,3,6,021.003,0,-1,-1,1,-1,-1,0,-1,QQ82,25,01,2018,0,-1,-1
20180101182414,2,5,021.002,0,-1,-1,1,-1,-1,0,-1,KP77,22,01,2018,0,-1,-1
20180101182416,1,1,001.001,0,90,-1,1,CN86,-1,0,2,ZS92,26,01,2018,0,16,CY19
20180101182436,1,1,001.001,0,72,-1,1,CY19,-1,0,2,ZN94,29,01,2018,0,20,CJ98
20180101182439,1,1,001.001,0,48,-1,1,CJ95,-1,0,2,ZS92,24,01,2018,0,30,CN88
20180101182440,1,1,001.001,0,55.4,KP94,1,CJ95,-1,0,2,QQ67,25,01,2018,0,26,CN88
20180101182445,1,1,001.001,0,65.5,-1,2,CJ98,-1,0,2,WW99,30,01,2018,0,22,CJ95
20180101182449,1,1,001.001,0,144,KP94,1,CY15,-1,0,2,QQ82,28,01,2018,0,10,CJ95
20180101182464,1,1,001.001,0,65.5,-1,1,CN88,-1,0,2,II98,29,01,2018,0,22,CY15
20180101182475,1,1,001.001,0,60,-1,1,CY15,-1,0,2,ZS92,30,01,2018,0,24,CJ95
20180101182477,2,3,231.001,0,160,-1,1,CY15,-1,0,2,II98,01,02,2018,0,9,CN88
20180101182480,1,1,001.001,0,80,KP94,2,CY15,-1,0,2,QQ94,29,01,2018,0,18,CN88
20180101182486,1,1,001.001,0,72,KP94,1,CN88,-1,0,2,QQ67,29,01,2018,0,20,CN82
20180101182488,1,1,001.001,0,110.8,-1,2,CN88,-1,0,2,QQ71,23,01,2018,0,13,CY15
20180101182493,1,1,001.001,0,110.8,KP94,1,CN88,-1,0,2,QQ64,28,01,2018,0,13,CN82
20180101182502,1,1,001.001,0,57.6,KP94,1,CJ95,-1,0,2,QQ96,29,01,2018,0,25,CN85
20180101182505,1,1,001.001,0,75.8,-1,1,CN82,-1,0,2,LL97,29,01,2018,0,19,CN88
20180101182517,1,1,001.001,0,102.9,KP94,1,CY15,-1,0,2,II98,31,01,2018,0,14,CN82
20180110170013,2,5,024.001,0,-1,-1,2,-1,-1,1,-1,WW97,15,11,2017,2,-1,-1
20180110170017,2,4,194.001,0,-1,-1,2,-1,-1,1,-1,QQ79,16,11,2017,0,-1,-1
20180110170047,2,4,194.001,0,-1,-1,2,-1,-1,1,-1,QQ60,19,11,2017,0,-1,-1
20180110170070,2,4,188.001,0,-1,-1,1,-1,-1,1,-1,CM99,15,11,2017,0,-1,-1
20180110170107,2,4,188.001,0,-1,-1,1,-1,-1,1,-1,QQ85,17,11,2017,2,-1,-1
20180110170134,2,4,194.001,0,-1,-1,2,-1,-1,1,-1,VV82,17,11,2017,0,-1,-1
